id,date,user,pc,activity
{Y0T3-C9NB75FQ-6964QJFS},01/13/2010 18:50:10,DTAA/AIB0797,PC-4147,Disconnect
{I4B5-F7GG52ZF-1270EDDD},01/13/2010 19:19:31,DTAA/HIB0604,PC-4209,Disconnect
{C4O4-E7FM60NW-6557VRHW},01/13/2010 19:39:07,DTAA/AJB0016,PC-1116,Connect
{F3Z0-A2BG01YR-9353SKAZ},01/13/2010 19:48:48,DTAA/AJB0016,PC-1116,Disconnect
{I9U8-V1II93JU-0245UWHI},01/14/2010 00:01:35,DTAA/COS0121,PC-0462,Connect
{E4I1-H3DF69HG-7291OURX},01/14/2010 00:01:55,DTAA/COS0121,PC-0462,Disconnect
{I1J9-H6TM07UW-5469IZCL},01/14/2010 00:37:52,DTAA/OYR0801,PC-0088,Connect
{M8Y9-N5PM24EJ-1576SSFB},01/14/2010 00:57:04,DTAA/OYR0801,PC-0088,Disconnect
{I8T8-P8OX85LY-8787MLRX},01/14/2010 01:53:55,DTAA/JCS0873,PC-1560,Connect
{A7L6-Z3SB69OX-3522EEVC},01/14/2010 02:12:03,DTAA/JCS0873,PC-1560,Disconnect
{W2S9-U8OE42GF-7925SZFU},01/14/2010 06:26:58,DTAA/CHA0174,PC-2751,Connect
{O9O6-G7GF55EY-4202WODX},01/14/2010 06:33:35,DTAA/CHA0174,PC-2751,Disconnect
{T8W8-W7MO78UH-7854KAHD},01/14/2010 07:06:33,DTAA/RES0962,PC-3736,Connect
{C1C5-P1CM36RY-6226BRTG},01/14/2010 07:35:13,DTAA/CJW0317,PC-1900,Connect
{R6T9-R8LY95DM-3852UUHG},01/14/2010 07:44:29,DTAA/BJC0569,PC-2588,Connect
{F6I3-I9BA40AV-6818MJKB},01/14/2010 07:48:38,DTAA/CJW0317,PC-1900,Disconnect
{Z7Z1-S7EA32MJ-5684OUMD},01/14/2010 08:07:36,DTAA/DIS0382,PC-2501,Connect
{B1Q9-U8EW03PP-7755MMCM},01/14/2010 08:09:11,DTAA/KSW0597,PC-3787,Connect
{Z9Z2-G7FI64OF-5345RKWL},01/14/2010 08:20:37,DTAA/VCG0663,PC-2219,Connect
{V9F8-O4AW94KL-6302DLQM},01/14/2010 08:25:12,DTAA/RES0962,PC-3736,Disconnect
{D3U4-G6DN47LC-6332KLYH},01/14/2010 08:25:58,DTAA/ARR0977,PC-1074,Connect
{Q6U9-U7HA13CU-8389QZCH},01/14/2010 08:27:00,DTAA/PSP0555,PC-0017,Connect
{H5Z0-O9LA86QL-3603JLXG},01/14/2010 08:29:42,DTAA/XKR0971,PC-1355,Connect
{T5R6-F8DD92FH-1114LDBG},01/14/2010 08:35:53,DTAA/AMA0191,PC-4736,Connect
{X5Q7-S9NC41FV-6472OFZR},01/14/2010 08:39:06,DTAA/MIK0034,PC-0845,Connect
{E2G3-T3SW62BD-2211HXDL},01/14/2010 08:39:30,DTAA/FUA0154,PC-1985,Connect
{Q2U0-Q0CU22GR-1493XZIO},01/14/2010 08:43:03,DTAA/CAC0854,PC-0303,Connect
{W9K0-Q2KO71RU-6849ZGVF},01/14/2010 08:43:06,DTAA/FDP0500,PC-4873,Connect
{X8Y7-C2MU91WT-8254XHRA},01/14/2010 08:50:44,DTAA/EDH0146,PC-3973,Connect
{G2I6-B0IZ82PD-1112UTER},01/14/2010 08:52:15,DTAA/JLL0301,PC-0807,Connect
{L1G2-L4CV74ZK-9664PSXA},01/14/2010 08:55:56,DTAA/STF0145,PC-0191,Connect
{K7P1-L6KV33SD-5779HSGF},01/14/2010 09:00:21,DTAA/CCB0496,PC-0214,Connect
{Y9C2-A7XS58SP-6793DNQJ},01/14/2010 09:00:48,DTAA/BPC0533,PC-1229,Connect
{Z5V3-P9WQ30DV-0906PTWQ},01/14/2010 09:05:07,DTAA/ELA0741,PC-1751,Connect
{Q8K9-Z2WT71KI-9063TSOM},01/14/2010 09:05:59,DTAA/COS0121,PC-0462,Connect
{T8L8-C2RL87KF-7692REVW},01/14/2010 09:06:45,DTAA/GNH0394,PC-2161,Connect
{L1Z9-M1JN68FW-5245ZKAM},01/14/2010 09:14:39,DTAA/MJM0469,PC-1592,Connect
{X0W8-C0CW36EI-7132CXNE},01/14/2010 09:19:18,DTAA/CHA0174,PC-2751,Connect
{K7U7-C2VA62EQ-7679VODR},01/14/2010 09:23:59,DTAA/PUH0847,PC-2550,Connect
{Y1O9-O3OY20NQ-3139AOTH},01/14/2010 09:25:03,DTAA/HSD0519,PC-2047,Connect
{D4Q2-Q1BN40TK-1597FNQN},01/14/2010 09:27:02,DTAA/TAO0639,PC-2198,Connect
{E4N1-T7IC18RW-2391JDFK},01/14/2010 09:27:14,DTAA/MVW0630,PC-2005,Connect
{A8H6-D7SE92UG-1429JSKM},01/14/2010 09:27:36,DTAA/HSR0472,PC-3512,Connect
{I5B1-O2PW37HQ-3102AYVM},01/14/2010 09:33:48,DTAA/ABB0272,PC-0726,Connect
{U5A8-Q4NB06JH-6384WBDS},01/14/2010 09:40:05,DTAA/HNF0812,PC-4760,Connect
{W5V0-D7GO40WB-4286YYMZ},01/14/2010 09:40:25,DTAA/QKR0651,PC-4881,Connect
{S7S8-D7UN08WV-2264ICQY},01/14/2010 09:40:39,DTAA/LID0942,PC-3769,Connect
{M6O1-R7MX48MF-2146TPDA},01/14/2010 09:44:35,DTAA/ABB0272,PC-0726,Disconnect
{A3G9-T2GP19DC-1409THBA},01/14/2010 09:47:47,DTAA/HNF0812,PC-4760,Disconnect
{M1P1-H4FC68YE-5001ZTMX},01/14/2010 09:57:22,DTAA/CHM0645,PC-1775,Connect
{B0Y0-N5RU94AX-3330BPPM},01/14/2010 10:09:12,DTAA/VMA0051,PC-1950,Connect
{Z5G4-C0EO60YV-3588OFNO},01/14/2010 10:09:22,DTAA/SLC0778,PC-3199,Connect
{O9Q5-P7PF65UJ-0694GSWJ},01/14/2010 10:12:58,DTAA/RVS0852,PC-2420,Connect
{X0C7-H2CV22ND-7661NCWW},01/14/2010 10:13:30,DTAA/LTM0418,PC-4820,Connect
{U7M8-Y0UZ04LC-0739XADO},01/14/2010 10:18:59,DTAA/DFW0798,PC-3141,Connect
{H3B9-H1RN14LG-5101YIDS},01/14/2010 10:30:36,DTAA/AQG0678,PC-1127,Connect
{F3C5-R1HO66ZC-8823QKXC},01/14/2010 10:33:14,DTAA/HSR0472,PC-3512,Disconnect
{Z2Z3-I0IU19EQ-3814SAJL},01/14/2010 10:40:07,DTAA/ESB0080,PC-2529,Connect
{B2Q1-S7KM57XJ-7306PKTE},01/14/2010 10:40:28,DTAA/MMH0612,PC-2886,Connect
{A6N2-V5JV57BQ-9334XZFV},01/14/2010 10:41:37,DTAA/NNB0443,PC-4625,Connect
{U3K8-U3LP14VB-5878QLYN},01/14/2010 10:43:27,DTAA/MJM0228,PC-2127,Connect
{G2Z3-V3AU79BB-9010KMAZ},01/14/2010 10:49:50,DTAA/WMJ0364,PC-4532,Connect
{E3J2-J5KA67RL-8450KVSG},01/14/2010 10:50:53,DTAA/LCK0666,PC-3245,Connect
{T7A9-I6QP59CP-4811JMTF},01/14/2010 10:51:14,DTAA/LJR0772,PC-3780,Connect
{A5F3-Z4UF12ZK-4545NNXW},01/14/2010 10:55:27,DTAA/AJB0016,PC-1116,Connect
{B7A5-T1BU47OL-4621TAEC},01/14/2010 11:03:12,DTAA/ACH0803,PC-4334,Connect
{S3L0-C4XB91JQ-1919EBHI},01/14/2010 11:05:04,DTAA/VMA0051,PC-1950,Disconnect
{X9K7-Z5DP52XW-5560EFUQ},01/14/2010 11:09:56,DTAA/PIP0746,PC-0416,Connect
{H4N1-P8XU25NZ-0853SUAZ},01/14/2010 11:20:35,DTAA/XKR0971,PC-1355,Disconnect
{D6C5-N8FH59YO-7026AZHY},01/14/2010 11:26:53,DTAA/HDR0823,PC-3236,Connect
{N1M5-X1KC76AQ-8377SEUE},01/14/2010 11:40:13,DTAA/KSW0597,PC-3787,Disconnect
{J5J4-E2MQ75LX-8488VTKH},01/14/2010 11:41:12,DTAA/ARM0416,PC-1249,Connect
{M0C4-V8XG31VJ-3444ZUST},01/14/2010 11:44:03,DTAA/GRG0693,PC-3411,Connect
{N9G8-X4GQ05GB-9136SLIO},01/14/2010 11:44:21,DTAA/BGF0236,PC-1848,Connect
{W4M3-N7NG51PY-5393SSFU},01/14/2010 11:48:32,DTAA/CSC0297,PC-2848,Connect
{S8M0-T0CN29WP-9704JHUJ},01/14/2010 11:54:01,DTAA/ARK0026,PC-2707,Connect
{C1L8-H4AZ99ZE-4764TCBD},01/14/2010 12:00:21,DTAA/YCB0005,PC-3392,Connect
{K2D2-T7ZN34UU-2152DYVF},01/14/2010 12:11:56,DTAA/ATJ0284,PC-4337,Connect
{J8S2-Y1OX33ME-1782KBOR},01/14/2010 12:12:42,DTAA/WOT0549,PC-0304,Connect
{D9D5-C0BN61DH-7840MCFO},01/14/2010 12:13:54,DTAA/RBC0879,PC-1261,Connect
{F8U2-C8LZ53PQ-5597DOAH},01/14/2010 12:16:24,DTAA/JAM0392,PC-0209,Connect
{H3J2-D0SQ15BR-1948BFZA},01/14/2010 12:21:52,DTAA/WOT0549,PC-0304,Disconnect
{P9E6-L7CJ95PX-8709KFZQ},01/14/2010 12:22:16,DTAA/ARK0026,PC-2707,Disconnect
{P8U3-P1FI72PK-1238IMKZ},01/14/2010 12:24:00,DTAA/NSP0910,PC-4479,Connect
{A8L6-I9II44TR-1272IBDH},01/14/2010 12:29:06,DTAA/NNB0443,PC-4625,Disconnect
{S8G2-C2JY64MD-7991FGGJ},01/14/2010 12:32:19,DTAA/JNF0543,PC-1389,Connect
{I3D3-C0JU99US-6666LYFI},01/14/2010 12:38:33,DTAA/AFN0918,PC-3425,Connect
{G9U0-Z4US16OZ-4424ELKS},01/14/2010 12:39:25,DTAA/VKB0605,PC-2644,Connect
{A2D7-Y9TJ25CK-1070DXSP},01/14/2010 12:42:20,DTAA/GRG0693,PC-3411,Disconnect
{F4P0-U1NT16YW-9633NAWJ},01/14/2010 12:51:02,DTAA/ARM0416,PC-1249,Disconnect
{J2U7-F9QR22QL-7202FMLD},01/14/2010 12:52:15,DTAA/GRS0372,PC-2242,Connect
{K2Q3-A4KS48BY-9237XDJX},01/14/2010 12:55:01,DTAA/LJR0772,PC-3780,Disconnect
{Q1A5-A0KN49FO-7429SUQZ},01/14/2010 13:05:50,DTAA/STF0145,PC-0191,Disconnect
{K6S6-F0IG33GS-9276HQNU},01/14/2010 13:07:37,DTAA/MAG0290,PC-4646,Connect
{G1U7-J6LF52SQ-1808WOHX},01/14/2010 13:08:36,DTAA/LCG0546,PC-0030,Connect
{P2F0-M9CN51VO-5995NFAO},01/14/2010 13:09:06,DTAA/TAO0639,PC-2198,Disconnect
{Y3B3-Q7UP24AF-8937TFJK},01/14/2010 13:12:13,DTAA/NSP0910,PC-4479,Disconnect
{V5C1-Z1QK96UY-9898CCSR},01/14/2010 13:19:26,DTAA/MIK0034,PC-0845,Disconnect
{R9Y4-H1PI74MU-1060CSFZ},01/14/2010 13:24:51,DTAA/PUH0847,PC-2550,Disconnect
{O2T3-A2TX60KN-7225ATKH},01/14/2010 13:27:53,DTAA/ACH0803,PC-4334,Disconnect
{G6L9-M6ES66QW-8755JYHB},01/14/2010 13:31:49,DTAA/LCG0546,PC-0030,Disconnect
{J5K9-P1UN87GM-1291PIQE},01/14/2010 13:33:40,DTAA/GSL0697,PC-3442,Connect
{J3S8-R7JH29CF-6405TMVJ},01/14/2010 13:33:41,DTAA/ZKH0388,PC-1021,Connect
{O3D7-H3MN59OO-5622VTKX},01/14/2010 13:34:48,DTAA/RVS0852,PC-2420,Disconnect
{N7A9-A3ME39WL-5883WBAF},01/14/2010 13:35:19,DTAA/HTC0607,PC-1033,Connect
{K9R1-X3EJ45LR-1748XUKW},01/14/2010 13:36:47,DTAA/CHM0645,PC-1775,Disconnect
{Q8P6-L7QK01WZ-5999JZOY},01/14/2010 13:44:00,DTAA/OJH0425,PC-1730,Connect
{L8R5-Q5OA21FD-8210RGVC},01/14/2010 13:44:53,DTAA/JAM0392,PC-0209,Disconnect
{G6H3-G4LT59PM-8228UIKN},01/14/2010 13:49:13,DTAA/CHA0174,PC-2751,Disconnect
{M3G9-C2CG42DO-0229OPMF},01/14/2010 13:51:01,DTAA/SPK0818,PC-1938,Connect
{X1I8-V6GC07QW-4473RKLV},01/14/2010 13:55:02,DTAA/LID0942,PC-3769,Disconnect
{T8Z1-Z7VP92IL-9675WQBH},01/14/2010 13:55:29,DTAA/VKB0605,PC-2644,Disconnect
{I2D0-Z0WI27QP-4419SKHD},01/14/2010 13:56:29,DTAA/MQL0135,PC-4656,Connect
{W2W7-O5PY98YL-6032SMVH},01/14/2010 13:57:35,DTAA/DFW0798,PC-3141,Disconnect
{Y8N1-J2IT89QG-9383CABH},01/14/2010 14:01:38,DTAA/GSL0697,PC-3442,Disconnect
{R1S0-U8QK53HP-1152HZMJ},01/14/2010 14:02:18,DTAA/JHD0512,PC-2683,Connect
{F7T8-H1SW49YE-4815FLJS},01/14/2010 14:04:08,DTAA/ELA0741,PC-1751,Disconnect
{K5T1-U1PJ04RY-1238FDYE},01/14/2010 14:04:24,DTAA/SPK0818,PC-1938,Disconnect
{N0Z2-V6OZ64UP-1889IMSK},01/14/2010 14:08:58,DTAA/LTM0418,PC-4820,Disconnect
{H7X7-X6EL89AW-9166EQYK},01/14/2010 14:09:58,DTAA/MJM0228,PC-2127,Disconnect
{H9P1-H4AW86WX-0976XMWS},01/14/2010 14:12:45,DTAA/SLC0778,PC-3199,Disconnect
{U7A3-B5OP42MW-6063TJPU},01/14/2010 14:14:01,DTAA/AQG0678,PC-1127,Disconnect
{I0F8-V1CK33BD-4624HUVC},01/14/2010 14:14:23,DTAA/AJC0266,PC-4661,Connect
{Y1V7-R0SB04XA-2290USMS},01/14/2010 14:18:46,DTAA/DDK0417,PC-0980,Connect
{Z4Y4-P5PD03UC-9964GZNM},01/14/2010 14:23:37,DTAA/HCG0731,PC-4643,Connect
{W7A5-P2CD29DR-9820HOUL},01/14/2010 14:28:13,DTAA/PIP0746,PC-0416,Disconnect
{A3O5-L5EN19ZH-0102WCYJ},01/14/2010 14:28:25,DTAA/COS0121,PC-0462,Disconnect
{T5T6-N7KB81ZY-5996XJFD},01/14/2010 14:31:02,DTAA/BJC0569,PC-2588,Disconnect
{P3L9-C5MF79PG-0223MJKQ},01/14/2010 14:36:06,DTAA/JZO0727,PC-2134,Connect
{D1C7-R0WN52WN-3208QDGX},01/14/2010 14:36:07,DTAA/ATJ0284,PC-4337,Disconnect
{W8S4-Q6YB34KG-9099CNOL},01/14/2010 14:37:53,DTAA/DIS0382,PC-2501,Disconnect
{O3O5-W1JX58CQ-8903NFNZ},01/14/2010 14:43:47,DTAA/FUA0154,PC-1985,Disconnect
{Y7R0-Y5KO71JT-3949UVPA},01/14/2010 14:45:23,DTAA/SJH0588,PC-2512,Connect
{E8E4-D7JT74JD-8894YVQY},01/14/2010 14:47:08,DTAA/JZO0727,PC-2134,Disconnect
{N6R2-I7TC03HP-4016UWZC},01/14/2010 14:47:51,DTAA/AMA0191,PC-4736,Disconnect
{L4A2-M3HV83KF-1394JDHL},01/14/2010 14:50:53,DTAA/MXM0838,PC-4983,Connect
{P3C4-U0WO60DL-3253GYEA},01/14/2010 14:54:29,DTAA/CAC0854,PC-0303,Disconnect
{O3P7-F5KE51ON-6202BQIJ},01/14/2010 14:55:18,DTAA/VFP0669,PC-1717,Connect
{Q0H3-U4WE18AO-2282NCFE},01/14/2010 14:55:19,DTAA/VFP0669,PC-1717,Disconnect
{A5S8-Q7IJ62VV-5872KPKN},01/14/2010 15:00:13,DTAA/SHR0025,PC-0288,Connect
{N9K2-F5LK61OK-4228SMGF},01/14/2010 15:00:41,DTAA/RHP0688,PC-2436,Connect
{L2F7-P1BF43CY-8825EQFJ},01/14/2010 15:11:39,DTAA/BGF0236,PC-1848,Disconnect
{S8Q6-J0SB78WL-8066AKGN},01/14/2010 15:13:29,DTAA/IKH0904,PC-3664,Connect
{K6P1-Q5LB01XZ-4656ETSO},01/14/2010 15:13:40,DTAA/CTH0856,PC-4677,Connect
{H7M4-H4CY47YK-8841CHPP},01/14/2010 15:14:21,DTAA/EBP0037,PC-2088,Connect
{M0Y4-F5RH58VK-1736BHSJ},01/14/2010 15:17:20,DTAA/AFR0646,PC-0323,Connect
{A1G1-H8UE77AU-0252GAEM},01/14/2010 15:34:08,DTAA/MMH0612,PC-2886,Disconnect
{E3P0-B3MP49ZS-9189MXCF},01/14/2010 15:34:29,DTAA/LPG0099,PC-2359,Connect
{R0R6-G8NT81OV-1156XFNK},01/14/2010 15:36:28,DTAA/SHR0025,PC-0288,Disconnect
{I8K9-R0ZN80RT-4053DVYY},01/14/2010 15:40:00,DTAA/GNH0394,PC-2161,Disconnect
{Y3P4-Y5IQ35YP-2817SGZD},01/14/2010 15:40:02,DTAA/MXM0838,PC-4983,Disconnect
{U0F6-M3YZ06NU-6141TOJY},01/14/2010 15:40:22,DTAA/MQL0135,PC-4656,Disconnect
{R4E8-A3BA34QD-0910AVHY},01/14/2010 15:40:34,DTAA/RHP0688,PC-2436,Disconnect
{K0Q2-U6ZV84LS-2430ETNM},01/14/2010 15:41:55,DTAA/LPG0099,PC-2359,Disconnect
{X0L0-M5BT91ON-0667OCIF},01/14/2010 15:44:32,DTAA/MJM0469,PC-1592,Disconnect
{J7Z6-E2NB18EK-2954WYKJ},01/14/2010 15:45:38,DTAA/CTH0856,PC-4677,Disconnect
{F9E1-I0SS66NW-6458GSEV},01/14/2010 15:46:17,DTAA/ARR0977,PC-1074,Disconnect
{L1F4-E1WF88TW-5819EJCN},01/14/2010 15:53:06,DTAA/CCB0496,PC-0214,Disconnect
{J2W3-L6CH44RF-3835ECDP},01/14/2010 15:56:10,DTAA/DAV0579,PC-1701,Connect
{Q0A4-H3VE01FX-6948MBKK},01/14/2010 16:05:54,DTAA/DAV0579,PC-1701,Disconnect
{R9H8-L9IW57TH-6084UTKR},01/14/2010 16:06:14,DTAA/ZKH0388,PC-1021,Disconnect
{M9F8-V9GC61OX-9385IRUZ},01/14/2010 16:09:47,DTAA/BCJ0800,PC-2703,Connect
{H3T6-P7LF79IG-2169MOGJ},01/14/2010 16:10:56,DTAA/MAG0290,PC-4646,Disconnect
{P5I2-X7YG80KF-2803TRMK},01/14/2010 16:14:10,DTAA/SDC0032,PC-3081,Connect
{C5X5-M0ZH53XP-4472RCFG},01/14/2010 16:16:43,DTAA/EBP0037,PC-2088,Disconnect
{T4R8-T1NO79AW-7040QNQV},01/14/2010 16:17:18,DTAA/MVW0630,PC-2005,Disconnect
{Z8O1-V0PB42II-6201SDGV},01/14/2010 16:18:10,DTAA/MMF0289,PC-1734,Connect
{J0O0-M4XN50SR-9170RBEZ},01/14/2010 16:18:50,DTAA/AFR0646,PC-0323,Disconnect
{Q8U2-Y4TW57JH-8728JUZS},01/14/2010 16:19:17,DTAA/DBB0235,PC-0309,Connect
{A6G7-B3ZG74ZE-9689FHTB},01/14/2010 16:23:46,DTAA/AJC0266,PC-4661,Disconnect
{O4T9-Z2PK93VB-0037IYLC},01/14/2010 16:27:26,DTAA/JMS0793,PC-3179,Connect
{N5U2-Y8EU37CS-6306BDJO},01/14/2010 16:27:41,DTAA/JLM0053,PC-1334,Connect
{H7W6-C5PI23DS-2285ZQDV},01/14/2010 16:28:22,DTAA/BCJ0800,PC-2703,Disconnect
{C3E5-I5LL32RP-4646DUHO},01/14/2010 16:38:45,DTAA/JMS0793,PC-3179,Disconnect
{D9B9-L1ET18VG-1047LWTF},01/14/2010 16:41:07,DTAA/PSP0555,PC-0017,Disconnect
{M5F9-A5SB88JY-5259MBUJ},01/14/2010 16:42:56,DTAA/JLL0301,PC-0807,Disconnect
{G3Z5-J5EB87NR-6686RESW},01/14/2010 16:43:43,DTAA/HDR0261,PC-2506,Connect
{D6E7-M5RV02XF-6812TQJH},01/14/2010 16:45:52,DTAA/QKR0651,PC-4881,Disconnect
{S2O7-E7MY77SL-2462ETLA},01/14/2010 16:47:12,DTAA/AFN0918,PC-3425,Disconnect
{W8W7-J4ZK61TR-2527PLCJ},01/14/2010 16:50:00,DTAA/KSB0673,PC-0847,Connect
{Y6V3-I3CS08KL-2482STVQ},01/14/2010 16:50:25,DTAA/HCG0731,PC-4643,Disconnect
{U6N0-F5HP10UE-6411ZPZV},01/14/2010 16:52:32,DTAA/HTC0607,PC-1033,Disconnect
{C8R7-A2XQ97VL-8319YLPF},01/14/2010 16:55:34,DTAA/SDC0032,PC-3081,Disconnect
{A3U6-Z9HY07QE-3684UCRK},01/14/2010 16:58:31,DTAA/KSB0673,PC-0847,Disconnect
{T4P8-P8QX99XB-3807BPVA},01/14/2010 16:58:37,DTAA/JLM0053,PC-1334,Disconnect
{E4T0-D2TW43LE-5000LNLN},01/14/2010 17:00:03,DTAA/HDR0261,PC-2506,Disconnect
{Y9B2-I6LX22MA-3790NRRK},01/14/2010 17:01:46,DTAA/JJR0278,PC-1005,Connect
{F7M3-G5UR74GT-9646GAQF},01/14/2010 17:06:51,DTAA/DDK0417,PC-0980,Disconnect
{V8E2-B3FU04EO-5056RQYN},01/14/2010 17:08:13,DTAA/MMF0289,PC-1734,Disconnect
{D0G0-J4VD47XL-6682FBDP},01/14/2010 17:18:32,DTAA/EDH0146,PC-3973,Disconnect
{F7R9-D6RW30FE-0685YODB},01/14/2010 17:22:29,DTAA/JJR0278,PC-1005,Disconnect
{N3P1-A5EW15TL-6742QSPX},01/14/2010 17:23:06,DTAA/JSB0493,PC-2493,Connect
{E0F7-K6CL25HQ-7938IOBU},01/14/2010 17:25:39,DTAA/RME0699,PC-2049,Connect
{Q3K1-T9DK58SR-5078YVAF},01/14/2010 17:27:15,DTAA/KKW0676,PC-4445,Connect
{D3C6-O5ZG54ZA-2381POZN},01/14/2010 17:27:18,DTAA/RBC0879,PC-1261,Disconnect
{X2N1-F6SB88TI-3598SUQF},01/14/2010 17:31:46,DTAA/ODW0839,PC-1940,Connect
{J3D9-M2PH93JP-9530KLAB},01/14/2010 17:32:10,DTAA/SJH0588,PC-2512,Disconnect
{X2N4-B6YC57YZ-0786SNUR},01/14/2010 17:37:59,DTAA/CYK0330,PC-4246,Connect
{Y2C1-E0JG82YJ-5316DNEF},01/14/2010 17:38:30,DTAA/KKW0676,PC-4445,Disconnect
{L5B0-Y8YQ18TP-2548BEZY},01/14/2010 17:41:57,DTAA/AJB0016,PC-1116,Disconnect
{O7W4-X5AM50RL-1852UMJJ},01/14/2010 17:43:24,DTAA/PXB0069,PC-1972,Connect
{V5G4-M0XN93KX-0302ADSL},01/14/2010 17:43:59,DTAA/AFH0331,PC-0850,Connect
{W2S9-D0XU50JW-5491HNUJ},01/14/2010 17:51:15,DTAA/DBB0235,PC-0309,Disconnect
{J4L6-U1AQ34BJ-7352FQZC},01/14/2010 17:51:37,DTAA/ESB0080,PC-2529,Disconnect
{K4L6-A2NH83DT-5950THYW},01/14/2010 17:52:10,DTAA/RME0699,PC-2049,Disconnect
{O1A5-N5LK72CD-4219HBSC},01/14/2010 18:00:41,DTAA/FDP0500,PC-4873,Disconnect
{U5G4-M7IK32WU-3804KVOI},01/14/2010 18:06:38,DTAA/JSB0493,PC-2493,Disconnect
{G7S4-Q2DK16TK-6713JBCG},01/14/2010 18:07:08,DTAA/PXB0069,PC-1972,Disconnect
{M2Z9-T2LY13YA-9863VHNB},01/14/2010 18:36:25,DTAA/OYR0801,PC-0088,Connect
{N7L7-O4LX39YQ-4591NNKJ},01/14/2010 18:42:15,DTAA/OYR0801,PC-0088,Disconnect
{J1A9-Y3NY13EK-6434HCGE},01/14/2010 18:48:14,DTAA/AFH0331,PC-0850,Disconnect
{R5O5-R0JH34OA-7909CNVA},01/14/2010 19:18:18,DTAA/ODW0839,PC-1940,Disconnect
{V2P5-I6JW31MR-7455MRSX},01/14/2010 19:29:20,DTAA/LCK0666,PC-3245,Disconnect
{M7W1-I6UW63KU-5115JXBB},01/14/2010 21:07:17,DTAA/NDS0490,PC-2549,Connect
{Y8W0-Z7OG66XK-9968IVOR},01/14/2010 21:13:08,DTAA/NDS0490,PC-2549,Disconnect
{L0V1-F5PP62RV-0414EJXJ},01/15/2010 01:18:14,DTAA/HNS0858,PC-3790,Connect
{B9C6-M2MH77NO-5383CHHX},01/15/2010 01:36:54,DTAA/HNS0858,PC-3790,Disconnect
{T9S1-H0TE67VY-3483FKUH},01/15/2010 02:19:27,DTAA/ZAB0889,PC-2844,Connect
{X5K5-U8AU19WH-7507XWOF},01/15/2010 02:26:51,DTAA/ZAB0889,PC-2844,Disconnect
{S7W3-P9WJ47IB-6838BRFD},01/15/2010 04:59:43,DTAA/BTW0973,PC-4462,Connect
{K9I2-J0UX42NR-5922IZLN},01/15/2010 05:04:05,DTAA/BTW0973,PC-4462,Disconnect
{G8E0-U9LJ50YN-6844ADWB},01/15/2010 07:15:19,DTAA/CSC0297,PC-2848,Connect
{D4S2-K7NF99SM-4082JOAF},01/15/2010 07:20:17,DTAA/CSC0297,PC-2848,Disconnect
{U0K8-L8SV66FW-6274EHHU},01/15/2010 08:01:35,DTAA/VFP0669,PC-1717,Connect
{C9R7-S1SG05DB-2827XIBS},01/15/2010 08:12:50,DTAA/SEF0446,PC-2477,Connect
{Y5F2-Z4JW92KU-3404LFWQ},01/15/2010 08:20:04,DTAA/ACH0803,PC-4334,Connect
{P2X8-D4YB62PI-3449ZWFD},01/15/2010 08:28:13,DTAA/DAV0579,PC-1701,Connect
{R2I9-X5BD43VA-6502TITR},01/15/2010 08:29:10,DTAA/YCB0005,PC-3392,Connect
{G0C7-L6BA84ZP-1199NUMD},01/15/2010 08:31:19,DTAA/NSP0910,PC-4479,Connect
{U1M7-A5PP37XS-2431UORU},01/15/2010 08:31:23,DTAA/OJH0425,PC-1730,Connect
{V4M1-U6PE77NT-5087EGIL},01/15/2010 08:34:11,DTAA/SKW0871,PC-1529,Connect
{V3M3-P9VL34FA-5763WLXM},01/15/2010 08:45:08,DTAA/GSL0697,PC-3442,Connect
{S4G9-U1XT90QN-7660SJYR},01/15/2010 08:45:35,DTAA/MMF0289,PC-1734,Connect
{E8B9-I4HK79BZ-1779NXZK},01/15/2010 08:58:37,DTAA/LBB0095,PC-2780,Connect
{L8P3-T4TQ14QK-6566ALVF},01/15/2010 08:59:22,DTAA/MJM0469,PC-1592,Connect
{M3V7-L9IS08KH-4652GRZY},01/15/2010 09:00:29,DTAA/JBS0483,PC-4011,Connect
{L2E6-G1MD47KQ-1805OOWV},01/15/2010 09:03:47,DTAA/DAV0579,PC-1701,Disconnect
{D5K8-W4ZT87JL-7637CISM},01/15/2010 09:05:03,DTAA/HTC0607,PC-1033,Connect
{G3M5-E4IP50CA-2662PZIP},01/15/2010 09:06:08,DTAA/FDP0500,PC-4873,Connect
{H1B9-A5VF36AP-2587FGAM},01/15/2010 09:07:00,DTAA/BGF0236,PC-1848,Connect
{E7Y9-B5BU83IE-6161JLHT},01/15/2010 09:13:16,DTAA/SCW0707,PC-1217,Connect
{B7Y8-D5YH61TU-7525NCOE},01/15/2010 09:25:09,DTAA/ERP0254,PC-3959,Connect
{V3B9-J4WQ86ST-0526EYZT},01/15/2010 09:31:42,DTAA/AFR0646,PC-0323,Connect
{J1Y9-Q0VE94ST-6832BWMN},01/15/2010 09:37:17,DTAA/AJA0220,PC-3872,Connect
{J1J1-D4MX49AI-5376VMLU},01/15/2010 09:38:04,DTAA/GKJ0573,PC-3174,Connect
{S6M3-U7OF18EX-9770JCEZ},01/15/2010 09:41:05,DTAA/VFP0669,PC-1717,Disconnect
{G4K1-J6DT49DN-2523SDKU},01/15/2010 09:44:19,DTAA/HBL0517,PC-1343,Connect
