id,date,user,pc,activity,activity_binary,hour,dayofweek,narrative,predicted_label,risk_level
{N1U3-W8HJ50PC-0487VSEL},2010-01-05 12:47:25,AJD0074,PC-3135,logon,1,12,1,"Logon activity from AJD0074 on PC-3135 at January 05, 2010 at 12:47 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",normal,LOW
{Z7O3-S0ZC97XD-1532PVOL},2010-01-04 18:26:00,CEJ0109,PC-6980,logoff,0,18,0,"Logoff activity from CEJ0109 on PC-6980 at January 04, 2010 at 06:26 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{Q9J9-X9WO11EL-2815QGTU},2010-01-05 17:58:00,HJA0018,PC-3985,logoff,0,17,1,"Logoff activity from HJA0018 on PC-3985 at January 05, 2010 at 05:58 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{E7U2-F2IP56CJ-9456UGKA},2010-01-04 21:23:00,BAM0636,PC-8138,logoff,0,21,0,"Logoff activity from BAM0636 on PC-8138 at January 04, 2010 at 09:23 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{H0S5-T3FT29PE-9968AMTV},2010-01-04 06:38:27,MVH0373,PC-6184,logon,1,6,0,"Logon activity from MVH0373 on PC-6184 at January 04, 2010 at 06:38 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 6.",uncertain,MEDIUM
{D0B7-Y0JQ43MH-5952NFRX},2010-01-04 17:18:00,NAH0503,PC-8267,logoff,0,17,0,"Logoff activity from NAH0503 on PC-8267 at January 04, 2010 at 05:18 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{K1I4-S9FK81ND-9353OTSC},2010-01-04 08:22:00,AKC0924,PC-0985,logon,1,8,0,"Logon activity from AKC0924 on PC-0985 at January 04, 2010 at 08:22 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{B7G9-H2FY24JW-9922IJBZ},2010-01-05 09:08:00,DAG0558,PC-0494,logon,1,9,1,"Logon activity from DAG0558 on PC-0494 at January 05, 2010 at 09:08 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{S2N2-P3ZJ29RD-4062EONB},2010-01-04 17:14:00,RCC0617,PC-8214,logoff,0,17,0,"Logoff activity from RCC0617 on PC-8214 at January 04, 2010 at 05:14 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{D8W8-O8DK00VK-4496GHAI},2010-01-04 16:03:00,TSR0676,PC-9227,logoff,0,16,0,"Logoff activity from TSR0676 on PC-9227 at January 04, 2010 at 04:03 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{N8E1-H1VN12UT-1798EYQI},2010-01-04 08:14:00,DDA0476,PC-1593,logon,1,8,0,"Logon activity from DDA0476 on PC-1593 at January 04, 2010 at 08:14 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{A4W2-E9VG78GM-9142SACC},2010-01-02 07:48:00,IKP0472,PC-3842,logon,1,7,5,"Logon activity from IKP0472 on PC-3842 at January 02, 2010 at 07:48 AM. Authentication: 1 (Verified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 7.",uncertain,HIGH
{S5L0-J1AE08LO-3998YKKG},2010-01-04 17:05:00,ARD0509,PC-1677,logoff,0,17,0,"Logoff activity from ARD0509 on PC-1677 at January 04, 2010 at 05:05 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{R5B3-D3VN72WP-5487ZSQO},2010-01-04 13:37:15,TVS0006,PC-5873,logon,1,13,0,"Logon activity from TVS0006 on PC-5873 at January 04, 2010 at 01:37 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{Z3Y9-X1SO04QV-2975IOBQ},2010-01-04 18:40:00,SER0165,PC-7309,logoff,0,18,0,"Logoff activity from SER0165 on PC-7309 at January 04, 2010 at 06:40 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{S8R1-V6XO94YD-5515NZKY},2010-01-05 07:46:00,MBJ0312,PC-5250,logon,1,7,1,"Logon activity from MBJ0312 on PC-5250 at January 05, 2010 at 07:46 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{T6Z6-B4RA00LW-2042HZBI},2010-01-05 14:37:50,NGO0690,PC-7031,logon,1,14,1,"Logon activity from NGO0690 on PC-7031 at January 05, 2010 at 02:37 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 14.",uncertain,MEDIUM
{Y1P3-X9KA18MU-1243DMMN},2010-01-05 11:28:11,GNZ0953,PC-3814,logon,1,11,1,"Logon activity from GNZ0953 on PC-3814 at January 05, 2010 at 11:28 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 11.",uncertain,MEDIUM
{N6R9-X0XS34RJ-3221UXUS},2010-01-04 18:01:00,MYD0978,PC-3401,logoff,0,18,0,"Logoff activity from MYD0978 on PC-3401 at January 04, 2010 at 06:01 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{D5H4-P0IT02EM-8134HFCD},2010-01-04 07:11:00,NOB0181,PC-3446,logon,1,7,0,"Logon activity from NOB0181 on PC-3446 at January 04, 2010 at 07:11 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{C6P9-M3QQ40AH-3417NSTF},2010-01-04 08:15:00,MJB0588,PC-6112,logon,1,8,0,"Logon activity from MJB0588 on PC-6112 at January 04, 2010 at 08:15 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{P4P6-D3TZ77KM-5341VHWU},2010-01-02 16:07:00,ESJ0670,PC-2321,logoff,0,16,5,"Logoff activity from ESJ0670 on PC-2321 at January 02, 2010 at 04:07 PM. Authentication: 0 (Unverified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 16.",uncertain,HIGH
{O7H8-N7BT71VH-8211GCDD},2010-01-04 10:03:49,DIB0081,PC-3847,logon,1,10,0,"Logon activity from DIB0081 on PC-3847 at January 04, 2010 at 10:03 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 10.",uncertain,MEDIUM
{K6G2-A4IV16QD-2632IRCI},2010-01-04 19:08:52,BBS0039,PC-3907,logon,1,19,0,"Logon activity from BBS0039 on PC-3907 at January 04, 2010 at 07:08 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{A6B7-H5HC53LR-8298IWIC},2010-01-04 00:33:17,TSM0363,PC-5909,logon,1,0,0,"Logon activity from TSM0363 on PC-5909 at January 04, 2010 at 12:33 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 0.",normal,LOW
{S4W0-G8YM66RQ-9986CLCX},2010-01-04 07:11:00,SNC0187,PC-4753,logon,1,7,0,"Logon activity from SNC0187 on PC-4753 at January 04, 2010 at 07:11 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{P4S5-K7HG31MC-9986VYCF},2010-01-03 13:54:45,AOK0844,PC-4659,logon,1,13,6,"Logon activity from AOK0844 on PC-4659 at January 03, 2010 at 01:54 PM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 13.",uncertain,HIGH
{Q9F0-D3YK99QF-4580BKNB},2010-01-04 18:21:00,CXC0336,PC-5502,logoff,0,18,0,"Logoff activity from CXC0336 on PC-5502 at January 04, 2010 at 06:21 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{P7W5-I5TY27RX-9042VQKN},2010-01-04 09:07:42,FKK0055,PC-4124,logon,1,9,0,"Logon activity from FKK0055 on PC-4124 at January 04, 2010 at 09:07 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{R8U4-O8JR90VE-2442ZHXK},2010-01-03 16:55:00,BDI0533,PC-5883,logoff,0,16,6,"Logoff activity from BDI0533 on PC-5883 at January 03, 2010 at 04:55 PM. Authentication: 0 (Unverified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 16.",uncertain,HIGH
{T5H8-X1ZX55IB-4113XDOP},2010-01-04 21:17:00,AGB0643,PC-2461,logoff,0,21,0,"Logoff activity from AGB0643 on PC-2461 at January 04, 2010 at 09:17 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{T1V3-T5KX54VM-7780GPKH},2010-01-04 07:34:00,CLF0852,PC-0647,logon,1,7,0,"Logon activity from CLF0852 on PC-0647 at January 04, 2010 at 07:34 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{C6N2-M9HK56FK-5207XABZ},2010-01-05 15:54:00,DAL0673,PC-9156,logoff,0,15,1,"Logoff activity from DAL0673 on PC-9156 at January 05, 2010 at 03:54 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{E7S1-F8LX86SX-6133YZSV},2010-01-04 17:30:00,NMC0486,PC-4455,logoff,0,17,0,"Logoff activity from NMC0486 on PC-4455 at January 04, 2010 at 05:30 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{Z8B9-H7LY29AL-4472UERS},2010-01-05 11:17:58,GCG0951,PC-4704,logon,1,11,1,"Logon activity from GCG0951 on PC-4704 at January 05, 2010 at 11:17 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 11.",normal,LOW
{I0C5-C6BB88QS-9672PETS},2010-01-04 17:52:00,SVS0871,PC-2335,logoff,0,17,0,"Logoff activity from SVS0871 on PC-2335 at January 04, 2010 at 05:52 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{D3C1-Y5DI71NH-5004ADFV},2010-01-04 07:42:00,MIM0712,PC-1526,logon,1,7,0,"Logon activity from MIM0712 on PC-1526 at January 04, 2010 at 07:42 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{I5O0-C8KN16SA-6884OCLJ},2010-01-05 17:58:00,CCM0467,PC-9850,logoff,0,17,1,"Logoff activity from CCM0467 on PC-9850 at January 05, 2010 at 05:58 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{O0K2-P0EZ33FB-5417RTFX},2010-01-04 17:52:00,YCE0983,PC-3764,logoff,0,17,0,"Logoff activity from YCE0983 on PC-3764 at January 04, 2010 at 05:52 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{S1J2-T8OQ66RE-2953YPPE},2010-01-05 17:00:00,ASS0517,PC-2271,logoff,0,17,1,"Logoff activity from ASS0517 on PC-2271 at January 05, 2010 at 05:00 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{C1Q3-R6WK05PF-4281QZRQ},2010-01-05 07:45:00,UFK0208,PC-3343,logon,1,7,1,"Logon activity from UFK0208 on PC-3343 at January 05, 2010 at 07:45 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{Y1Y0-R4RF49HQ-1424HERX},2010-01-04 18:21:00,WNB0908,PC-0094,logoff,0,18,0,"Logoff activity from WNB0908 on PC-0094 at January 04, 2010 at 06:21 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{R9T1-R5ZH42GX-5189JUDH},2010-01-05 11:34:54,AAS0442,PC-1039,logon,1,11,1,"Logon activity from AAS0442 on PC-1039 at January 05, 2010 at 11:34 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 11.",normal,LOW
{D8Y2-N4RB13FV-0921NDGF},2010-01-04 07:49:00,GMF0738,PC-4204,logon,1,7,0,"Logon activity from GMF0738 on PC-4204 at January 04, 2010 at 07:49 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{R9U7-D4NF44FZ-9838WCDV},2010-01-05 10:56:56,BTL0226,PC-4534,logon,1,10,1,"Logon activity from BTL0226 on PC-4534 at January 05, 2010 at 10:56 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 10.",normal,LOW
{E5O5-C1VO94DG-3358GZJR},2010-01-05 08:02:00,FHO0630,PC-9999,logon,1,8,1,"Logon activity from FHO0630 on PC-9999 at January 05, 2010 at 08:02 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{F5L0-L6CZ53GS-8601QYMI},2010-01-05 14:46:37,MDH0686,PC-9901,logon,1,14,1,"Logon activity from MDH0686 on PC-9901 at January 05, 2010 at 02:46 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 14.",normal,LOW
{M1G7-R8ZX66FV-0175GBJV},2010-01-05 07:45:00,ZJE0857,PC-9926,logon,1,7,1,"Logon activity from ZJE0857 on PC-9926 at January 05, 2010 at 07:45 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{C4P0-T3JE87SH-9227DQIJ},2010-01-05 17:20:00,MKS0204,PC-5102,logoff,0,17,1,"Logoff activity from MKS0204 on PC-5102 at January 05, 2010 at 05:20 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",normal,LOW
{J6V5-Q4VG13LP-8831PDGG},2010-01-04 07:44:00,THR0873,PC-4804,logon,1,7,0,"Logon activity from THR0873 on PC-4804 at January 04, 2010 at 07:44 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{W1C3-J1LB76VQ-0040USCZ},2010-01-05 07:45:00,AMV0036,PC-8397,logon,1,7,1,"Logon activity from AMV0036 on PC-8397 at January 05, 2010 at 07:45 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{X6I4-P1EH89FF-0108ARAB},2010-01-05 09:16:00,RHY0079,PC-1896,logon,1,9,1,"Logon activity from RHY0079 on PC-1896 at January 05, 2010 at 09:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{U4K2-U6SP80FA-7063PCEC},2010-01-05 08:02:00,NCK0421,PC-6960,logon,1,8,1,"Logon activity from NCK0421 on PC-6960 at January 05, 2010 at 08:02 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{S8Z9-U8VA64MS-5223EXPP},2010-01-04 17:15:00,SCB0534,PC-5764,logoff,0,17,0,"Logoff activity from SCB0534 on PC-5764 at January 04, 2010 at 05:15 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",normal,LOW
{Q8S6-Q4IH43ES-0438TLJK},2010-01-05 08:31:00,JHP0583,PC-9083,logon,1,8,1,"Logon activity from JHP0583 on PC-9083 at January 05, 2010 at 08:31 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{Q3B5-M4DU28YZ-6880VANF},2010-01-04 16:10:00,RJM0381,PC-8800,logoff,0,16,0,"Logoff activity from RJM0381 on PC-8800 at January 04, 2010 at 04:10 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",normal,LOW
{T8R7-D3MO57VX-7814ZKAV},2010-01-04 07:14:00,JJM0203,PC-0148,logon,1,7,0,"Logon activity from JJM0203 on PC-0148 at January 04, 2010 at 07:14 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Q3P4-R8EX76QN-9358HJCB},2010-01-04 14:19:19,BCR0581,PC-0616,logon,1,14,0,"Logon activity from BCR0581 on PC-0616 at January 04, 2010 at 02:19 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 14.",uncertain,MEDIUM
{Q2L6-O8ED58YH-1315VGWQ},2010-01-04 17:27:00,SBQ0786,PC-2069,logoff,0,17,0,"Logoff activity from SBQ0786 on PC-2069 at January 04, 2010 at 05:27 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{U0U1-E3FM36HG-3581MFZO},2010-01-05 07:50:00,YCE0983,PC-3764,logon,1,7,1,"Logon activity from YCE0983 on PC-3764 at January 05, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{A5I7-V7KW54WX-7609ICHJ},2010-01-04 18:00:57,SGB0140,PC-4124,logoff,0,18,0,"Logoff activity from SGB0140 on PC-4124 at January 04, 2010 at 06:00 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{G6Z5-Y2DS34DU-1092FVYZ},2010-01-04 07:49:00,MTB0620,PC-9348,logon,1,7,0,"Logon activity from MTB0620 on PC-9348 at January 04, 2010 at 07:49 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{G2Z0-P3JM69YU-2167MCXQ},2010-01-04 07:19:00,BTS0011,PC-1232,logon,1,7,0,"Logon activity from BTS0011 on PC-1232 at January 04, 2010 at 07:19 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{L2T4-E8VW50DG-7228JEUF},2010-01-04 07:19:00,CCA0046,PC-8865,logon,1,7,0,"Logon activity from CCA0046 on PC-8865 at January 04, 2010 at 07:19 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{W9X6-T4LH74ND-2700COHR},2010-01-04 22:36:29,BSS0369,PC-5910,logon,1,22,0,"Logon activity from BSS0369 on PC-5910 at January 04, 2010 at 10:36 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 22.",uncertain,MEDIUM
{F9U3-E4FK68IE-9170TNRI},2010-01-05 16:25:00,MVH0373,PC-1940,logoff,0,16,1,"Logoff activity from MVH0373 on PC-1940 at January 05, 2010 at 04:25 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{D0R7-G5BV83KW-3547QVHO},2010-01-04 18:09:00,HVF0067,PC-9939,logoff,0,18,0,"Logoff activity from HVF0067 on PC-9939 at January 04, 2010 at 06:09 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{U5V7-T9FN62YC-7577ZMKR},2010-01-04 17:23:00,DVW0103,PC-7174,logoff,0,17,0,"Logoff activity from DVW0103 on PC-7174 at January 04, 2010 at 05:23 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{R0V9-T5UF69RV-4211UVXT},2010-01-05 08:03:00,VMJ0546,PC-9000,logon,1,8,1,"Logon activity from VMJ0546 on PC-9000 at January 05, 2010 at 08:03 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{Y3P3-K6HJ92TJ-9742LEHD},2010-01-05 08:12:00,BIS0247,PC-9324,logon,1,8,1,"Logon activity from BIS0247 on PC-9324 at January 05, 2010 at 08:12 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{P4Z7-I3IP57MM-6067GCUH},2010-01-05 12:21:34,HJB0742,PC-5635,logon,1,12,1,"Logon activity from HJB0742 on PC-5635 at January 05, 2010 at 12:21 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{G6Q7-O4PE49CN-3205XBGZ},2010-01-04 21:56:37,HWY0038,PC-1108,logon,1,21,0,"Logon activity from HWY0038 on PC-1108 at January 04, 2010 at 09:56 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{P4P2-B5AK25LH-4596VEDP},2010-01-04 11:56:00,AJF0370,PC-8651,logon,1,11,0,"Logon activity from AJF0370 on PC-8651 at January 04, 2010 at 11:56 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 11.",uncertain,MEDIUM
{W1Y1-A0FH22NH-9913MBUF},2010-01-04 16:19:00,CFG0959,PC-9094,logoff,0,16,0,"Logoff activity from CFG0959 on PC-9094 at January 04, 2010 at 04:19 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{G6O0-Q5PM75UW-5343BXSP},2010-01-04 07:41:00,EDB0714,PC-6103,logon,1,7,0,"Logon activity from EDB0714 on PC-6103 at January 04, 2010 at 07:41 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{L5E5-M8ED22OH-1578GXSR},2010-01-05 17:56:00,CJM0138,PC-8619,logoff,0,17,1,"Logoff activity from CJM0138 on PC-8619 at January 05, 2010 at 05:56 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{O3Q6-D9AC24EZ-5447ZAEA},2010-01-05 07:24:00,EWH0191,PC-4545,logon,1,7,1,"Logon activity from EWH0191 on PC-4545 at January 05, 2010 at 07:24 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{L0O7-Q0JH27GV-3164SYZB},2010-01-04 06:49:00,KBB0189,PC-4524,logon,1,6,0,"Logon activity from KBB0189 on PC-4524 at January 04, 2010 at 06:49 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 6.",uncertain,MEDIUM
{U7U6-R4ZR85HU-9956WUZH},2010-01-05 18:00:00,HCW0419,PC-3772,logoff,0,18,1,"Logoff activity from HCW0419 on PC-3772 at January 05, 2010 at 06:00 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{T0A7-A6NP85KB-7871TLEJ},2010-01-02 18:26:00,ALB0892,PC-2744,logoff,0,18,5,"Logoff activity from ALB0892 on PC-2744 at January 02, 2010 at 06:26 PM. Authentication: 0 (Unverified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 18.",uncertain,HIGH
{N6K7-Y8SW51DF-3469LHJS},2010-01-05 08:00:00,AKR0057,PC-2879,logon,1,8,1,"Logon activity from AKR0057 on PC-2879 at January 05, 2010 at 08:00 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{K4N6-X6IT21TT-1093OSLZ},2010-01-05 07:17:00,ONL0276,PC-2891,logon,1,7,1,"Logon activity from ONL0276 on PC-2891 at January 05, 2010 at 07:17 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{S5Y0-F8UD89PT-6689PYVF},2010-01-04 17:24:00,ENL0100,PC-3494,logoff,0,17,0,"Logoff activity from ENL0100 on PC-3494 at January 04, 2010 at 05:24 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{V8L7-Y4GM52DY-1304HSGL},2010-01-05 08:09:00,KBG0549,PC-0146,logon,1,8,1,"Logon activity from KBG0549 on PC-0146 at January 05, 2010 at 08:09 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{Z4B9-R3VZ63CT-6570GQGN},2010-01-04 13:10:32,ASS0517,PC-2271,logon,1,13,0,"Logon activity from ASS0517 on PC-2271 at January 04, 2010 at 01:10 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{R0D6-B2HD70FW-3882MFIY},2010-01-05 07:39:00,PLH0862,PC-9669,logon,1,7,1,"Logon activity from PLH0862 on PC-9669 at January 05, 2010 at 07:39 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{N2K9-M6TI54ZI-4010OGZF},2010-01-04 08:00:00,DLS0383,PC-0120,logon,1,8,0,"Logon activity from DLS0383 on PC-0120 at January 04, 2010 at 08:00 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{T6O5-C4WK56QN-2583YNCI},2010-01-04 18:22:00,SNC0187,PC-4753,logoff,0,18,0,"Logoff activity from SNC0187 on PC-4753 at January 04, 2010 at 06:22 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{M7V6-V7BB51OZ-7788BQTB},2010-01-05 09:01:00,LQP0508,PC-3233,logon,1,9,1,"Logon activity from LQP0508 on PC-3233 at January 05, 2010 at 09:01 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{V3O0-J1IT22UK-7692URPI},2010-01-04 21:57:36,BSS0369,PC-7384,logon,1,21,0,"Logon activity from BSS0369 on PC-7384 at January 04, 2010 at 09:57 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{W6D1-M6HO63DL-6754JWDG},2010-01-05 15:28:00,HCM0267,PC-7651,logoff,0,15,1,"Logoff activity from HCM0267 on PC-7651 at January 05, 2010 at 03:28 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
