id,date,user,pc,activity,activity_binary,hour,dayofweek
{S2M1-Q0AC70RG-1862VIUW},2010-01-04 19:10:00,JLW0053,PC-5833,logoff,0,19,0
{C9B0-R8DZ36WF-2172MPAN},2010-01-04 19:10:00,NGC0058,PC-7558,logoff,0,19,0
{X7C4-K4KJ11YL-2246LWHT},2010-01-04 19:12:00,BTL0226,PC-4534,logoff,0,19,0
{I2B3-J2XN10UJ-5128UUAR},2010-01-04 19:12:00,DZC0228,PC-7478,logoff,0,19,0
{V0Z3-X3WY85PZ-6570OEES},2010-01-04 19:12:00,MCD0125,PC-7295,logoff,0,19,0
{E0C3-A4TT53UG-3769VTOO},2010-01-04 19:12:00,WIF0691,PC-6390,logoff,0,19,0
{Z0M9-O3CR03XC-9713VXMA},2010-01-04 19:12:00,XBN0229,PC-7655,logoff,0,19,0
{V2U9-Y4UR84ZL-2042IKOQ},2010-01-04 19:14:00,AMR0400,PC-2266,logoff,0,19,0
{D6F0-P7GU85RJ-5557JWMV},2010-01-04 19:14:00,ENC0234,PC-7145,logoff,0,19,0
{J4Y7-A1BR24OR-4966PMEQ},2010-01-04 19:14:00,GAF0060,PC-4911,logoff,0,19,0
{O6B9-K4QR62EO-1484ATZX},2010-01-04 19:14:00,RNL0695,PC-6581,logoff,0,19,0
{W6N2-C7OF60NI-7645XTQZ},2010-01-04 19:14:00,VSA0230,PC-9547,logoff,0,19,0
{S9H8-B4SF28OZ-5492PVSB},2010-01-04 19:15:00,AMW0392,PC-6163,logoff,0,19,0
{V0D4-E4FP46MT-4405IQBE},2010-01-04 19:15:00,IKR0401,PC-6741,logoff,0,19,0
{Q8W0-P6SL77PJ-1425HILP},2010-01-04 19:15:00,JER0404,PC-0928,logoff,0,19,0
{R3Z3-N2LG86JV-9829HIAY},2010-01-04 19:15:00,KKC0683,PC-2690,logoff,0,19,0
{E9L5-X1HP10UP-3628EYLH},2010-01-04 19:15:00,NGO0690,PC-7031,logoff,0,19,0
{K2R3-A0KZ84EQ-0483NHNR},2010-01-04 19:16:00,JIG0128,PC-4000,logoff,0,19,0
{Q5Q6-F1XC50VK-9099BEQF},2010-01-04 19:17:00,ANM0123,PC-3845,logoff,0,19,0
{E6X4-Y3BO19VV-4233HTJD},2010-01-04 19:17:00,EIP0997,PC-8404,logoff,0,19,0
{Y1Y0-T6YI44QK-0835AAUN},2010-01-04 19:17:00,JJB0127,PC-7931,logoff,0,19,0
{Z5R0-M3BR48OC-3699OMWN},2010-01-04 19:17:53,QNP0216,PC-3723,logon,1,19,0
{Q3N0-U2SO60LN-4501DJPE},2010-01-04 19:20:00,JAJ0849,PC-9819,logoff,0,19,0
{B1P3-W3KL89XW-1876ZTYQ},2010-01-04 19:22:00,TTD1000,PC-8758,logoff,0,19,0
{S5Z1-V1ID40UE-2275UOAP},2010-01-04 19:22:20,BBS0039,PC-3907,logoff,0,19,0
{F9V2-U6QX39XM-6404PLKA},2010-01-04 19:24:00,FDE0117,PC-1772,logoff,0,19,0
{K8S1-Z0LJ89HP-3970ZQSU},2010-01-04 19:24:00,TDJ0998,PC-7508,logoff,0,19,0
{I2V7-O9HU30AI-9627XGSD},2010-01-04 19:25:00,SAA0999,PC-4559,logoff,0,19,0
{W9E7-S0DP57KP-0231VKOF},2010-01-04 19:27:00,JKB0126,PC-1648,logoff,0,19,0
{T6U6-S0QH44LL-0731UTQY},2010-01-04 19:27:00,TJD0996,PC-7107,logoff,0,19,0
{S9S8-A4LM24EK-4229RQKY},2010-01-04 19:28:00,KAC0124,PC-8190,logoff,0,19,0
{E7K1-U9DS42EZ-2570YMLQ},2010-01-04 19:28:00,PTH0830,PC-8118,logoff,0,19,0
{R9A8-K9UH01GH-2683HQDA},2010-01-04 19:30:00,AES0827,PC-2770,logoff,0,19,0
{H9Q5-E3DW85ZH-5184GELB},2010-01-04 19:30:00,CHM0821,PC-7933,logoff,0,19,0
{F0B1-F2JB20ES-3433DHAA},2010-01-04 19:30:00,RAW0915,PC-2113,logoff,0,19,0
{K7F1-T2EJ09GH-6453XSGM},2010-01-04 19:30:50,TSM0363,PC-1313,logon,1,19,0
{T2T2-X4KF23MZ-2262RLPC},2010-01-04 19:31:00,ABM0845,PC-9714,logoff,0,19,0
{M0X9-T2UG58RC-9956KEYB},2010-01-04 19:31:00,IHK0841,PC-0177,logoff,0,19,0
{M1J9-Q9FA54GT-2679XMJE},2010-01-04 19:32:00,AHD0848,PC-7751,logoff,0,19,0
{M1X2-O2TF78PB-5175YXLI},2010-01-04 19:32:00,FRR0832,PC-0751,logoff,0,19,0
{L2D4-P7MH17OV-8404WOGF},2010-01-04 19:32:00,MSG0839,PC-3227,logoff,0,19,0
{I1K6-K7KX14QB-1513IATM},2010-01-04 19:32:00,PMV0850,PC-4547,logoff,0,19,0
{Y8F0-A5HL98YA-4530USHV},2010-01-04 19:32:17,TSM0363,PC-1313,logoff,0,19,0
{X2B9-S3QF74AC-4056IVDW},2010-01-04 19:33:00,ALC0788,PC-1887,logoff,0,19,0
{C9I7-C0HX65XI-2477NOOK},2010-01-04 19:33:00,CIM0926,PC-3201,logoff,0,19,0
{V9R2-M7GL38GO-3144RNQL},2010-01-04 19:33:00,CRK0916,PC-6417,logoff,0,19,0
{B2V3-T5AH82HT-2037KEQU},2010-01-04 19:33:00,ELB0847,PC-9661,logoff,0,19,0
{Y9I0-T2GG52GL-3566FNBV},2010-01-04 19:33:00,LJB0826,PC-7160,logoff,0,19,0
{K6D2-E7AI93HB-7100KKQG},2010-01-04 19:33:00,NHE0919,PC-8457,logoff,0,19,0
{W9X1-Q8XX54AF-8341TNMP},2010-01-04 19:34:00,BMG0917,PC-6688,logoff,0,19,0
{V7H5-S8TB47QZ-2633UJGU},2010-01-04 19:34:00,ECR0822,PC-0779,logoff,0,19,0
{H8O4-F3EO63UA-6550HGYC},2010-01-04 19:34:00,JDC0030,PC-0246,logoff,0,19,0
{E5T3-O5EH88JM-1557RVBK},2010-01-04 19:35:00,HDH0928,PC-0252,logoff,0,19,0
{P8L8-P3DX05EV-1362GEIU},2010-01-04 19:35:00,ILC0838,PC-7400,logoff,0,19,0
{Z7O1-P6UL41HJ-3406UJGL},2010-01-04 19:36:00,AJC0840,PC-9184,logoff,0,19,0
{N0C5-Z3UE65OQ-7971ABIN},2010-01-04 19:36:00,EHB0824,PC-0141,logoff,0,19,0
{E6I9-M9GE94ZZ-8240AZPP},2010-01-04 19:36:00,FIR0920,PC-5046,logoff,0,19,0
{W9U7-O6BV31VS-5160JEPU},2010-01-04 19:36:00,IJR0825,PC-8560,logoff,0,19,0
{S6Z9-L0EA88NC-1429VGJM},2010-01-04 19:36:18,QNP0216,PC-3723,logoff,0,19,0
{K0M4-G0DA15MQ-7256ZXDZ},2010-01-04 19:37:00,AOK0844,PC-4659,logoff,0,19,0
{M0X9-K2NH87GG-7215GUVF},2010-01-04 19:37:00,DCH0843,PC-8720,logoff,0,19,0
{R7A6-J1TM73NX-9908NSLL},2010-01-04 19:37:00,JCR0921,PC-9473,logoff,0,19,0
{S4C5-D5WT66BT-8732OBJL},2010-01-04 19:39:00,AAN0823,PC-7708,logoff,0,19,0
{A1K7-Q3AJ29AX-8391PSWQ},2010-01-04 19:39:00,FUM0015,PC-9208,logoff,0,19,0
{B3W7-P9MX51EI-2255EFHA},2010-01-04 19:39:00,HKF0831,PC-6215,logoff,0,19,0
{O8Q4-Q9XY73JQ-8300FVEE},2010-01-04 19:39:00,TSM0927,PC-7733,logoff,0,19,0
{R4C1-M8OU40CL-8678LKJK},2010-01-04 19:40:00,LAM0911,PC-8871,logoff,0,19,0
{P3N4-C7ED36MN-1963VIGX},2010-01-04 19:40:00,MNR0829,PC-2479,logoff,0,19,0
{C6N2-M3MF04TS-8048TOKP},2010-01-04 19:41:00,FHS0837,PC-9747,logoff,0,19,0
{A0N7-K1WZ45OK-6037HRYV},2010-01-04 19:41:00,KMB0922,PC-1725,logoff,0,19,0
{I3O0-R3FY00DF-4940RRAO},2010-01-04 19:41:45,WPR0368,PC-9714,logon,1,19,0
{Q5R2-Z9UK56XE-0264RMYK},2010-01-04 19:42:00,AKC0924,PC-0985,logoff,0,19,0
{N6D9-L5SO71BJ-9357QJVM},2010-01-04 19:42:00,CAN0842,PC-9196,logoff,0,19,0
{R8J5-R8FJ87CE-7945QUCP},2010-01-04 19:42:00,TRK0914,PC-6523,logoff,0,19,0
{I4F3-H5VI46GM-2927EZBL},2010-01-04 19:43:00,ADD0846,PC-4109,logoff,0,19,0
{K9H4-H9QY39IW-8503JMAN},2010-01-04 19:43:00,IYB0918,PC-6119,logoff,0,19,0
{Q2U9-X0PB15KE-9682SDOS},2010-01-04 19:43:00,JRF0835,PC-9627,logoff,0,19,0
{X9R2-Q2FK25LH-1052UGLL},2010-01-04 19:44:00,IBS0836,PC-6382,logoff,0,19,0
{J6B9-R7CA21LK-9455HWRP},2010-01-04 19:44:00,WGR0833,PC-6101,logoff,0,19,0
{M6H1-T0ZP87GL-9367QEJW},2010-01-04 19:45:00,ARB0834,PC-0320,logoff,0,19,0
{H3E8-P7KP60TX-6093MCHS},2010-01-04 19:45:00,ECF0828,PC-8501,logoff,0,19,0
{F0T5-B3DQ59EE-9147NBLZ},2010-01-04 19:45:00,JMC0925,PC-9881,logoff,0,19,0
{A3U6-H3TV15VW-8422QSAM},2010-01-04 19:45:00,XWD0923,PC-1637,logoff,0,19,0
{J4Q4-K7SE48LT-2900AUAF},2010-01-04 19:51:39,IBB0359,PC-1772,logon,1,19,0
{V7I7-I3AB15SE-7968LTCT},2010-01-04 19:53:07,IBB0359,PC-1772,logoff,0,19,0
{E5X3-J5ZG46RK-4809BROS},2010-01-04 19:59:28,WPR0368,PC-9714,logoff,0,19,0
{Z1U9-O1ED44JG-4031GGMT},2010-01-04 20:19:53,MSH0040,PC-2191,logon,1,20,0
{L1O6-M4CY33RD-6873WDCH},2010-01-04 20:20:47,JRS0362,PC-4000,logon,1,20,0
{Q2N8-D2ML84YQ-8313OOGJ},2010-01-04 20:23:35,MPM0220,PC-2896,logon,1,20,0
{P7M5-H8QP14OM-7084REAF},2010-01-04 20:28:01,MPM0220,PC-2896,logoff,0,20,0
{G5V3-K5ZX34LK-4066UQTM},2010-01-04 20:28:48,JRS0362,PC-4000,logoff,0,20,0
{N0R8-I2SO31EM-7737NNRT},2010-01-04 20:30:00,LJT0817,PC-3120,logoff,0,20,0
{V9L0-U2SQ81BO-2037WDGK},2010-01-04 20:31:00,ACV0812,PC-2550,logoff,0,20,0
{D7H8-P8AR25QU-3458LNJT},2010-01-04 20:31:00,BBH0810,PC-3014,logoff,0,20,0
{B4J3-D1BN49OC-3987IGJT},2010-01-04 20:32:00,KCB0815,PC-0426,logoff,0,20,0
{L8H6-F4RC20AO-2979KNTS},2010-01-04 20:33:00,HSG0818,PC-1849,logoff,0,20,0
{W1K8-O5VU44AK-1450DEBQ},2010-01-04 20:33:00,MBW0809,PC-5118,logoff,0,20,0
{Z6H1-V1VO28GG-4879MAHU},2010-01-04 20:34:00,HDD0806,PC-6032,logoff,0,20,0
{R4W2-H9VG14EF-5461OCXU},2010-01-04 20:35:00,SOF0808,PC-6266,logoff,0,20,0
{E5M5-D0EO53SU-0154IWSZ},2010-01-04 20:36:03,KSP0357,PC-3142,logon,1,20,0
{E2C5-O6ZQ50HK-6092LQSV},2010-01-04 20:39:00,NKH0807,PC-3000,logoff,0,20,0
{M0C8-Y2BT25LQ-3484UNYM},2010-01-04 20:39:40,MSH0040,PC-2191,logoff,0,20,0
{D6Q6-E9KO72CA-0845ERQO},2010-01-04 20:40:00,BJH0811,PC-0969,logoff,0,20,0
{P1M2-W4RJ14VM-1858KYPP},2010-01-04 20:41:00,BWH0813,PC-5110,logoff,0,20,0
{J7U8-R3MT89LA-1028SEES},2010-01-04 20:42:00,AQD0820,PC-8422,logoff,0,20,0
{K9G2-A5BO99BW-2058SMFA},2010-01-04 20:43:00,IWM0816,PC-8853,logoff,0,20,0
{I6K1-M0MM93GL-1956PCSE},2010-01-04 20:43:00,VFM0814,PC-0982,logoff,0,20,0
{S8V5-O2JM22TB-9497MGQA},2010-01-04 20:44:00,LCC0819,PC-8192,logoff,0,20,0
{Y8F9-P5WV55BH-5418EZIC},2010-01-04 20:44:00,SGG0787,PC-3953,logoff,0,20,0
{A1E6-V8DI10AH-8906KRUF},2010-01-04 20:48:13,BKW0374,PC-6692,logon,1,20,0
{E6O6-C0TK80PN-3282USAO},2010-01-04 20:51:38,KSP0357,PC-3142,logoff,0,20,0
{V5Q1-Z7RW47CK-0813AFZP},2010-01-04 20:54:33,BKW0374,PC-6692,logoff,0,20,0
{I6E1-G6TC73KB-4723JYLH},2010-01-04 21:15:00,JMW0638,PC-1397,logoff,0,21,0
{H3A9-P0PP33SV-5352CEKE},2010-01-04 21:15:00,KNW0644,PC-3379,logoff,0,21,0
{M4P4-T6GS00QG-2928IYIX},2010-01-04 21:15:00,OSH0655,PC-3998,logoff,0,21,0
{Z0T8-D0AY15HP-1786ENGC},2010-01-04 21:16:00,HRL0540,PC-1117,logoff,0,21,0
{R1A0-F9MK54BJ-9348BAUH},2010-01-04 21:16:00,XRS0633,PC-1099,logoff,0,21,0
{T5H8-X1ZX55IB-4113XDOP},2010-01-04 21:17:00,AGB0643,PC-2461,logoff,0,21,0
{T8Q5-G5QH31VG-6590XAYX},2010-01-04 21:17:00,DKB0631,PC-0818,logoff,0,21,0
{X4G6-S5FO62AT-8373QPXD},2010-01-04 21:17:00,JRS0362,PC-4455,logon,1,21,0
{R0G0-C5JV14EZ-2831BXGA},2010-01-04 21:17:00,KCO0122,PC-9174,logoff,0,21,0
{Z7Z3-K6NC51YG-3785LAEG},2010-01-04 21:18:00,CQW0652,PC-3449,logoff,0,21,0
{C2R1-L8TE18ND-3690QJFH},2010-01-04 21:18:00,GTD0116,PC-5312,logoff,0,21,0
{A2L4-F0CN56CQ-5788VWVL},2010-01-04 21:18:00,HOB0994,PC-7880,logoff,0,21,0
{T3A1-W7OW83IV-4552AYJG},2010-01-04 21:18:00,LNR0656,PC-3505,logoff,0,21,0
{L7T0-O8SG89IO-8831RXJZ},2010-01-04 21:19:00,AAM0658,PC-9923,logoff,0,21,0
{D6E0-W2OU18SE-4422ONSL},2010-01-04 21:19:00,HCL0651,PC-8314,logoff,0,21,0
{K8Q9-C3VX72WJ-0847BNTI},2010-01-04 21:19:00,KMS0657,PC-4761,logoff,0,21,0
{L2W3-G6OD78AT-1654ANVT},2010-01-04 21:19:00,LAF0991,PC-4973,logoff,0,21,0
{O4P8-D6PL12XU-9368RDTU},2010-01-04 21:19:00,YWW0660,PC-2645,logoff,0,21,0
{O1P0-Q9LY18TA-7102RDFR},2010-01-04 21:19:19,KJP0371,PC-0351,logon,1,21,0
{G2W3-C1TP78VK-4563LERO},2010-01-04 21:20:00,HRD0635,PC-4246,logoff,0,21,0
{N9T5-K7MY13DZ-4415OIHK},2010-01-04 21:20:00,HTF0641,PC-7965,logoff,0,21,0
{C5D2-S7UF05NA-2695GWEO},2010-01-04 21:20:00,TUC0632,PC-3469,logoff,0,21,0
{R3I4-U8HB92PJ-2128HXIP},2010-01-04 21:21:00,HAV0121,PC-2123,logoff,0,21,0
{D6P8-X5GY70VK-1492FJWC},2010-01-04 21:22:00,ESA0642,PC-9304,logoff,0,21,0
{E7U2-F2IP56CJ-9456UGKA},2010-01-04 21:23:00,BAM0636,PC-8138,logoff,0,21,0
{I0K2-J6IF04LS-1581KHBR},2010-01-04 21:23:00,HWH0646,PC-8087,logoff,0,21,0
{Y1H0-U4GL02PW-4817LPIR},2010-01-04 21:24:00,CGB0637,PC-8508,logoff,0,21,0
{A6L5-S0GQ50LG-8959SKDH},2010-01-04 21:24:00,KLM0639,PC-7387,logoff,0,21,0
{H8J5-U0OL20LH-5102NGUX},2010-01-04 21:26:00,BCM0653,PC-5717,logoff,0,21,0
{S7K0-Z9HA86BC-2786WKVL},2010-01-04 21:26:00,UBF0645,PC-1813,logoff,0,21,0
{D3H2-Y5UX80YI-3624MQBI},2010-01-04 21:26:00,ZSB0649,PC-5343,logoff,0,21,0
{U1L9-B4BH99SE-8724IZFY},2010-01-04 21:26:22,AJF0370,PC-8164,logon,1,21,0
{P1X1-X9XQ36KR-0935CQPP},2010-01-04 21:27:00,COF0120,PC-2559,logoff,0,21,0
{Q5S0-B9CF49MC-5748QKHJ},2010-01-04 21:27:00,EZT0640,PC-1069,logoff,0,21,0
{J8P9-O7KI69JS-8958WNIP},2010-01-04 21:27:00,GQF0659,PC-1307,logoff,0,21,0
{W6N0-Z1MD26GT-2921KKWW},2010-01-04 21:27:00,RHL0992,PC-9040,logoff,0,21,0
{E8R6-Q1TW27OJ-2998CCLC},2010-01-04 21:27:00,TLH0648,PC-1005,logoff,0,21,0
{G7S8-B9EG68WX-2374WQON},2010-01-04 21:28:00,AHG0634,PC-4024,logoff,0,21,0
{V9U3-Y8BR52SK-8170KJIZ},2010-01-04 21:28:00,DID0650,PC-0444,logoff,0,21,0
{P3L5-J9JA75BI-5985TUVK},2010-01-04 21:29:00,BRM0995,PC-0768,logoff,0,21,0
{A7E4-W0IM91RQ-4634GODN},2010-01-04 21:29:50,KJP0371,PC-0351,logoff,0,21,0
{B8C9-T9EJ27YD-4522BIWK},2010-01-04 21:30:00,BAJ0654,PC-9268,logoff,0,21,0
{J7N5-C7DK39LN-4009RVPA},2010-01-04 21:30:00,TLK0993,PC-2064,logoff,0,21,0
{A5W1-R4KD13OU-4828RVBL},2010-01-04 21:30:00,VLB0647,PC-6789,logoff,0,21,0
{E7T9-O4EC67UJ-8698CMWT},2010-01-04 21:31:32,JRS0362,PC-4455,logoff,0,21,0
{P4W3-D9CH88DC-7839XNNJ},2010-01-04 21:31:48,WDD0366,PC-6960,logon,1,21,0
{V2A4-S3UT60AE-7150LSLE},2010-01-04 21:33:57,AJF0370,PC-8164,logoff,0,21,0
{M0Z7-E3RL87ML-8662MRBR},2010-01-04 21:38:21,MSO0222,PC-0642,logon,1,21,0
{Z2D4-H3KZ33AQ-0362PIXQ},2010-01-04 21:39:13,WDD0366,PC-6960,logoff,0,21,0
{K7Q8-M3VM60LR-5040NUMH},2010-01-04 21:40:12,SOB0360,PC-9292,logon,1,21,0
{Q7J8-C1JQ51RU-5130XBFZ},2010-01-04 21:40:56,TSM0363,PC-4024,logon,1,21,0
{F9U6-O7UP48CH-3204UYWK},2010-01-04 21:43:53,MSO0222,PC-0642,logoff,0,21,0
{T1G1-J8IT40RZ-7751SMNA},2010-01-04 21:45:31,SOB0360,PC-9292,logoff,0,21,0
{Z4A5-Y2ZI04BQ-3352IMFH},2010-01-04 21:45:50,SOB0360,PC-1485,logon,1,21,0
{O6V4-D4ZE35MQ-1853XIWQ},2010-01-04 21:51:12,UIR0043,PC-6519,logon,1,21,0
{V5H4-C2QY12WZ-9114PTWE},2010-01-04 21:52:17,TSM0363,PC-4024,logoff,0,21,0
{T2U4-M7OR61FP-0463HYSL},2010-01-04 21:52:31,KSP0357,PC-7527,logon,1,21,0
{G6Q7-O4PE49CN-3205XBGZ},2010-01-04 21:56:37,HWY0038,PC-1108,logon,1,21,0
{V3O0-J1IT22UK-7692URPI},2010-01-04 21:57:36,BSS0369,PC-7384,logon,1,21,0
{V5C2-R1JO78GX-3508YFUT},2010-01-04 22:02:28,HWY0038,PC-1108,logoff,0,22,0
{S7Y7-Z2XY56VM-4259NYZN},2010-01-04 22:05:10,SOB0360,PC-1485,logoff,0,22,0
{M5T1-K4EF82ME-7158ICMT},2010-01-04 22:05:35,UIR0043,PC-6519,logoff,0,22,0
{Z1R0-Z7VB39WU-5151SIFP},2010-01-04 22:09:31,BSS0369,PC-7384,logoff,0,22,0
{U7K5-H8VH66NO-8494DIHZ},2010-01-04 22:09:57,KSP0357,PC-7527,logoff,0,22,0
{X8C3-I0WB17BC-6011TDAC},2010-01-04 22:13:52,GTD0219,PC-0285,logon,1,22,0
{K5B4-N9QQ52FK-5228HXNR},2010-01-04 22:15:29,GTD0219,PC-0285,logoff,0,22,0
{D0N4-V5JZ61CH-0983AZQG},2010-01-04 22:19:08,KSP0357,PC-4259,logon,1,22,0
{U2A3-R6ZT43UN-4875HOBF},2010-01-04 22:25:56,UIR0043,PC-3196,logon,1,22,0
{N1D2-L0CD71HF-8789KITP},2010-01-04 22:26:49,DFR0218,PC-0514,logon,1,22,0
{Z0I5-E0NV85VJ-4339BTJW},2010-01-04 22:29:09,CBB0365,PC-6027,logon,1,22,0
{Q1L0-D1NG01TW-0714IMUU},2010-01-04 22:30:08,SOB0360,PC-4860,logon,1,22,0
{T2E2-B7JG30FV-4104VGZO},2010-01-04 22:34:24,KSP0357,PC-4259,logoff,0,22,0
{W9X6-T4LH74ND-2700COHR},2010-01-04 22:36:29,BSS0369,PC-5910,logon,1,22,0
{P1H0-L4WN41DP-1470CJLA},2010-01-04 22:37:56,SOB0360,PC-4860,logoff,0,22,0
{C5L7-T6AY77UM-7866BDTR},2010-01-04 22:40:19,UIR0043,PC-3196,logoff,0,22,0
{O5T4-V3MV50IT-6028KCVE},2010-01-04 22:43:51,DFR0218,PC-0514,logoff,0,22,0
{K6P9-Y0XI33OX-5844SKOH},2010-01-04 22:44:41,CBB0365,PC-6027,logoff,0,22,0
{M3Q8-B2MN57TF-7313CHVQ},2010-01-04 22:52:06,BSS0369,PC-5910,logoff,0,22,0
{D1Q9-V4QH99PS-3997XTGY},2010-01-04 22:57:30,JRS0362,PC-4860,logon,1,22,0
{T0K4-C2DJ46NG-3257AJEH},2010-01-04 23:00:28,MNS0224,PC-8508,logon,1,23,0
{N6Z0-E5CH16US-4263UMSN},2010-01-04 23:02:59,DMG0358,PC-9658,logon,1,23,0
{S7J3-L4OI54DQ-4004SKHA},2010-01-04 23:03:11,MNS0224,PC-8508,logoff,0,23,0
{F3L1-I6JS78DD-5385BOWH},2010-01-04 23:03:45,HWY0038,PC-4547,logon,1,23,0
{G1A2-B8MA36MS-9509TCMT},2010-01-04 23:10:50,MOS0047,PC-1708,logon,1,23,0
{N9P9-S9VN57ZJ-2707LJZH},2010-01-04 23:11:33,MOS0047,PC-8164,logon,1,23,0
{P6I2-Y0ED16XP-9013ZLIW},2010-01-04 23:12:28,HWY0038,PC-4547,logoff,0,23,0
{J8P6-O8JT79ZF-1599BJEB},2010-01-04 23:12:30,MOS0047,PC-8830,logon,1,23,0
{R0V3-R9TJ65IU-9696QJZO},2010-01-04 23:12:31,BKW0374,PC-1677,logon,1,23,0
{D4Z8-R0SJ37UJ-7981UHSS},2010-01-04 23:14:42,DMG0358,PC-9658,logoff,0,23,0
{P0I4-N1LU87MC-7722TEIG},2010-01-04 23:17:26,JRS0362,PC-4860,logoff,0,23,0
{Z5O9-F5XZ32BA-1792JKGX},2010-01-04 23:18:51,MOS0047,PC-1708,logoff,0,23,0
{U6Z1-E8CI64PO-8573RTPW},2010-01-04 23:19:24,BKW0374,PC-1677,logoff,0,23,0
{F6E5-B7PO98QS-7767YHTU},2010-01-04 23:21:18,MOS0047,PC-8164,logoff,0,23,0
{K9V5-C0CL76HN-0148LQAB},2010-01-04 23:27:49,KCF0045,PC-6204,logon,1,23,0
{T2W5-K2PH92UQ-6962RHVT},2010-01-04 23:29:35,CSC0217,PC-6056,logon,1,23,0
{W3S2-F2XT10TE-5505QGXG},2010-01-04 23:31:09,HWY0038,PC-9254,logon,1,23,0
{H7O4-J7KV65YM-2220DFJP},2010-01-04 23:31:41,MOS0047,PC-8830,logoff,0,23,0
{D5R2-R8IC06UC-4229RMZI},2010-01-04 23:33:06,HDS0367,PC-7029,logon,1,23,0
{O2D7-I5FQ75KZ-9279CFVF},2010-01-04 23:33:42,CBB0365,PC-3622,logon,1,23,0
{X1W3-A6YN46SF-2961CHYL},2010-01-04 23:34:41,HWY0038,PC-9254,logoff,0,23,0
{D7Z3-W0DG64MB-2282ZURW},2010-01-04 23:35:51,GTD0219,PC-2368,logon,1,23,0
{V4L9-E2ME70FY-9846PZLM},2010-01-04 23:38:46,CSC0217,PC-6056,logoff,0,23,0
{D7Q1-R5AZ68CB-1884MREK},2010-01-04 23:44:50,KCF0045,PC-6204,logoff,0,23,0
{B0Q8-G2WO09HN-8247IKNL},2010-01-04 23:45:11,GTD0219,PC-2368,logoff,0,23,0
{U1N7-K5JP38DL-3302LYKV},2010-01-04 23:46:01,CBB0365,PC-3622,logoff,0,23,0
{U6X3-D6QX38HA-2972ZFHZ},2010-01-04 23:46:03,CSC0217,PC-3737,logon,1,23,0
{E0N5-G2AV48PN-9214SMPY},2010-01-04 23:47:29,CSC0217,PC-3737,logoff,0,23,0
{B9W6-V3UJ23BR-4059DVTX},2010-01-04 23:50:01,HDS0367,PC-7029,logoff,0,23,0
{G9N6-R5MX86DF-3954UARA},2010-01-05 00:03:03,KRV0372,PC-6713,logon,1,0,1
{S7A5-G8TU70GN-7563ECDI},2010-01-05 00:05:59,KRV0372,PC-6713,logoff,0,0,1
{F8Y7-P0LB25MP-5516SMLK},2010-01-05 00:06:09,DMK0257,PC-1279,logon,1,0,1
{Q3K6-I1GE36LG-9186GJGP},2010-01-05 00:17:41,WDD0366,PC-2765,logon,1,0,1
{Y6S6-W9CL49CM-0881QGNT},2010-01-05 00:22:34,SOB0360,PC-4686,logon,1,0,1
{J1L8-V1ZN73WR-4152QTRX},2010-01-05 00:28:57,SOB0360,PC-4686,logoff,0,0,1
{M0R9-O6PL79YE-7999BVVY},2010-01-05 00:30:20,IBB0359,PC-3815,logon,1,0,1
{T9F6-L0MD69GF-5902OJVE},2010-01-05 00:30:40,WDD0366,PC-2765,logoff,0,0,1
{Y8R4-D8JE53OE-7897LICH},2010-01-05 00:30:58,DMG0358,PC-8720,logon,1,0,1
{S5K8-E9UK46IV-3313KFCA},2010-01-05 00:32:56,ACC0042,PC-7623,logon,1,0,1
{T4K2-O4VM35DT-7635GJZX},2010-01-05 00:33:43,BKW0374,PC-6163,logon,1,0,1
{Q6B1-M0SC91SO-6385RBWV},2010-01-05 00:34:30,ACC0042,PC-7623,logoff,0,0,1
{C4G7-I3BE94OI-4225ZTIA},2010-01-05 00:35:13,JGT0221,PC-7974,logon,1,0,1
{C2K0-I5TX27GB-8989XUBR},2010-01-05 00:40:20,DMG0358,PC-8720,logoff,0,0,1
{W9L4-L7RM43XO-9371DMAR},2010-01-05 00:44:55,JGT0221,PC-7974,logoff,0,0,1
{M6V7-L6XR00AY-0934WRBY},2010-01-05 00:45:56,IBB0359,PC-3815,logoff,0,0,1
{Y3Y4-T3SR69GK-8344QTSH},2010-01-05 00:53:38,BKW0374,PC-6163,logoff,0,0,1
{F1F1-X2FZ80QD-6502VUKN},2010-01-05 01:00:10,BAH0875,PC-1377,logon,1,1,1
{Q2H0-F3LV86WC-8560ZKFF},2010-01-05 01:17:06,GTD0219,PC-8245,logon,1,1,1
{J3T2-H4CM06BA-9310BIWF},2010-01-05 01:19:07,MNS0224,PC-1526,logon,1,1,1
{W8J8-U5PM29ED-7039XCZS},2010-01-05 01:30:25,GTD0219,PC-8245,logoff,0,1,1
{H7G0-P4MY48SL-9387GIUU},2010-01-05 01:32:58,MNS0224,PC-1526,logoff,0,1,1
{U2Y5-O2WK32AS-3806SACN},2010-01-05 02:10:08,KCF0045,PC-1307,logon,1,2,1
{L9M8-I5JP09JU-8061SAEZ},2010-01-05 02:15:24,JAV0361,PC-0044,logon,1,2,1
{I4K5-H4RP84XB-9982HANX},2010-01-05 02:15:50,KCF0045,PC-1307,logoff,0,2,1
{E8U9-O1ZB72ZB-7578ODSI},2010-01-05 02:27:58,JCC0225,PC-0072,logon,1,2,1
{H0X2-I1RD49LR-7776HKAL},2010-01-05 02:28:20,JAV0361,PC-0044,logoff,0,2,1
