id,date,user,pc,activity,hour,dayofweek,activity_binary,text,predicted_label,risk_level
{D3F9-Q1UP45TI-1448RWSJ},2010-01-04 15:59:02,THR0873,PC-4804,Connect,15,0,1,"Device activity from THR0873 on PC-4804 at January 04, 2010 at 03:59 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{I3M1-F2QO95JN-7578HEDF},2010-01-05 10:13:21,KJJ0293,PC-7425,Connect,10,1,1,"Device activity from KJJ0293 on PC-7425 at January 05, 2010 at 10:13 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{U6A0-P0KD34FU-1208ILSZ},2010-01-06 11:20:34,LBH0942,PC-3640,Connect,11,2,1,"Device activity from LBH0942 on PC-3640 at January 06, 2010 at 11:20 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 11.",uncertain,MEDIUM
{J0O6-L3DL05VH-3103FQYS},2010-01-04 09:21:20,AJF0370,PC-8651,Disconnect,9,0,0,"Device activity from AJF0370 on PC-8651 at January 04, 2010 at 09:21 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 9.",uncertain,LOW
{G0H6-G5SR54DX-4844YIHY},2010-01-04 13:06:16,IJM0776,PC-0198,Disconnect,13,0,0,"Device activity from IJM0776 on PC-0198 at January 04, 2010 at 01:06 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{J9L4-T5HG11DG-5259KCXP},2010-01-07 11:55:41,ZKS0899,PC-8517,Disconnect,11,3,0,"Device activity from ZKS0899 on PC-8517 at January 07, 2010 at 11:55 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 11.",uncertain,LOW
{L6W3-N8XI60TD-5198ZTTL},2010-01-04 12:20:12,JNJ0556,PC-0576,Connect,12,0,1,"Device activity from JNJ0556 on PC-0576 at January 04, 2010 at 12:20 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{C3O0-X2VL22WC-2488IHQI},2010-01-05 10:04:45,KCS0173,PC-5117,Connect,10,1,1,"Device activity from KCS0173 on PC-5117 at January 05, 2010 at 10:04 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{A3K7-I6KG65FV-1920JPAH},2010-01-06 13:49:33,MPM0220,PC-2344,Disconnect,13,2,0,"Device activity from MPM0220 on PC-2344 at January 06, 2010 at 01:49 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{H5S7-U8ZU75OI-6009PKEI},2010-01-07 15:24:58,MOH0273,PC-6699,Connect,15,3,1,"Device activity from MOH0273 on PC-6699 at January 07, 2010 at 03:24 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{L9J1-E0MC94KT-9307TBDI},2010-01-04 13:07:16,GTD0219,PC-6425,Connect,13,0,1,"Device activity from GTD0219 on PC-6425 at January 04, 2010 at 01:07 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{J8T6-P8NO30HY-4016OLQI},2010-01-06 10:01:51,HRL0540,PC-1117,Connect,10,2,1,"Device activity from HRL0540 on PC-1117 at January 06, 2010 at 10:01 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 10.",uncertain,MEDIUM
{A2E5-N0LJ29WL-8053SHEH},2010-01-04 14:41:57,HCM0267,PC-7651,Disconnect,14,0,0,"Device activity from HCM0267 on PC-7651 at January 04, 2010 at 02:41 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{Q5K4-B2PL23LA-6416UAQE},2010-01-07 14:41:47,BRM0995,PC-0768,Disconnect,14,3,0,"Device activity from BRM0995 on PC-0768 at January 07, 2010 at 02:41 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{M4M8-B9OI70VK-2113LICV},2010-01-04 10:06:41,MDM0625,PC-4984,Connect,10,0,1,"Device activity from MDM0625 on PC-4984 at January 04, 2010 at 10:06 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{R0J9-F2AG38QH-2928RRVX},2010-01-07 08:41:29,TNM0961,PC-2030,Disconnect,8,3,0,"Device activity from TNM0961 on PC-2030 at January 07, 2010 at 08:41 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 8.",uncertain,LOW
{D5S9-Y0AK76EP-9546DWSR},2010-01-07 11:36:28,DPM0423,PC-2567,Connect,11,3,1,"Device activity from DPM0423 on PC-2567 at January 07, 2010 at 11:36 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 11.",uncertain,MEDIUM
{F8K4-D7DL34PL-9814KFOC},2010-01-07 09:20:34,HRL0540,PC-1117,Connect,9,3,1,"Device activity from HRL0540 on PC-1117 at January 07, 2010 at 09:20 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{R1S2-E9LM04BS-2236XFVD},2010-01-05 09:54:28,AJN0607,PC-8303,Disconnect,9,1,0,"Device activity from AJN0607 on PC-8303 at January 05, 2010 at 09:54 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 9.",uncertain,LOW
{I8K5-S8TU31QM-1930JHYS},2010-01-04 10:54:58,KKW0879,PC-2531,Disconnect,10,0,0,"Device activity from KKW0879 on PC-2531 at January 04, 2010 at 10:54 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 10.",uncertain,LOW
{U3D7-B2MU82UR-1719RRTM},2010-01-04 10:31:08,CGB0637,PC-8508,Connect,10,0,1,"Device activity from CGB0637 on PC-8508 at January 04, 2010 at 10:31 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{T7Z0-F3GX88JX-2591OVWW},2010-01-05 23:27:37,MOS0047,PC-0365,Connect,23,1,1,"Device activity from MOS0047 on PC-0365 at January 05, 2010 at 11:27 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 23.",uncertain,MEDIUM
{U5B8-I2YU49AO-6506TIWJ},2010-01-06 16:24:06,HPH0075,PC-2417,Disconnect,16,2,0,"Device activity from HPH0075 on PC-2417 at January 06, 2010 at 04:24 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{B6C7-Q5UZ21UW-3973ILUL},2010-01-04 08:29:15,DLM0051,PC-0166,Disconnect,8,0,0,"Device activity from DLM0051 on PC-0166 at January 04, 2010 at 08:29 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 8.",uncertain,LOW
{R9U8-H9KD87MY-6624IKXJ},2010-01-06 10:32:50,JJM0203,PC-0148,Disconnect,10,2,0,"Device activity from JJM0203 on PC-0148 at January 06, 2010 at 10:32 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 10.",uncertain,LOW
{J7I7-X9QQ45WV-7772SSUI},2010-01-06 11:33:04,HSB0196,PC-8001,Connect,11,2,1,"Device activity from HSB0196 on PC-8001 at January 06, 2010 at 11:33 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 11.",uncertain,MEDIUM
{X8Y9-G0PR04CN-1873KXPG},2010-01-04 09:16:26,DLM0051,PC-0166,Disconnect,9,0,0,"Device activity from DLM0051 on PC-0166 at January 04, 2010 at 09:16 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 9.",uncertain,LOW
{A1P9-K2UN40SE-6700OCZJ},2010-01-05 11:13:40,TSR0676,PC-9227,Connect,11,1,1,"Device activity from TSR0676 on PC-9227 at January 05, 2010 at 11:13 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 11.",uncertain,MEDIUM
{I6Y3-U5OL63LM-8431CYWB},2010-01-06 17:15:09,IUB0565,PC-5775,Disconnect,17,2,0,"Device activity from IUB0565 on PC-5775 at January 06, 2010 at 05:15 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 17.",uncertain,LOW
{P0F0-I8UL13SI-4464ZJYG},2010-01-07 14:39:47,RUM0880,PC-8592,Disconnect,14,3,0,"Device activity from RUM0880 on PC-8592 at January 07, 2010 at 02:39 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{X8A3-D9WV47ZI-8961DEKG},2010-01-05 13:05:14,ZKS0899,PC-8517,Connect,13,1,1,"Device activity from ZKS0899 on PC-8517 at January 05, 2010 at 01:05 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{O0T5-M7RE58AI-2511ZFPX},2010-01-05 08:29:57,OBH0499,PC-7989,Disconnect,8,1,0,"Device activity from OBH0499 on PC-7989 at January 05, 2010 at 08:29 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 8.",uncertain,LOW
{Z7P1-O6MJ40XM-1551NSWD},2010-01-05 14:39:47,NMS0280,PC-8262,Disconnect,14,1,0,"Device activity from NMS0280 on PC-8262 at January 05, 2010 at 02:39 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{E7F7-T1CO04CB-2999FMJE},2010-01-05 15:22:28,PAD0773,PC-3959,Disconnect,15,1,0,"Device activity from PAD0773 on PC-3959 at January 05, 2010 at 03:22 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{S6I9-L2BT67YW-5268FVTK},2010-01-05 08:21:33,PDH0716,PC-0379,Connect,8,1,1,"Device activity from PDH0716 on PC-0379 at January 05, 2010 at 08:21 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 8.",uncertain,MEDIUM
{K2F3-R0EZ79GC-1684FLXN},2010-01-04 13:50:29,CAA0612,PC-1289,Connect,13,0,1,"Device activity from CAA0612 on PC-1289 at January 04, 2010 at 01:50 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{P2Y0-O0PC28KJ-5466XSJE},2010-01-07 11:23:27,DBB0384,PC-4243,Connect,11,3,1,"Device activity from DBB0384 on PC-4243 at January 07, 2010 at 11:23 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 11.",uncertain,MEDIUM
{U9E7-M4FC57NA-9248PGYO},2010-01-04 10:05:04,BRS0734,PC-4785,Disconnect,10,0,0,"Device activity from BRS0734 on PC-4785 at January 04, 2010 at 10:05 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 10.",uncertain,LOW
{U1P3-W6SX99JV-9568OJWA},2010-01-03 11:36:55,LBH0942,PC-3640,Disconnect,11,6,0,"Device activity from LBH0942 on PC-3640 at January 03, 2010 at 11:36 AM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 11.",uncertain,MEDIUM
{F1T2-A5XH51VQ-9645FQUM},2010-01-06 14:35:08,HMM0108,PC-8052,Connect,14,2,1,"Device activity from HMM0108 on PC-8052 at January 06, 2010 at 02:35 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 14.",uncertain,MEDIUM
{H4U0-M4EC46KT-5578WGHI},2010-01-05 17:07:26,BVC0790,PC-0008,Disconnect,17,1,0,"Device activity from BVC0790 on PC-0008 at January 05, 2010 at 05:07 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 17.",uncertain,LOW
{M1G0-V0SP46LL-7344TVYM},2010-01-07 15:46:09,FFC0891,PC-5843,Connect,15,3,1,"Device activity from FFC0891 on PC-5843 at January 07, 2010 at 03:46 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{Z7I8-L0WU02IP-1336ZMBI},2010-01-04 10:32:47,LCC0819,PC-8192,Connect,10,0,1,"Device activity from LCC0819 on PC-8192 at January 04, 2010 at 10:32 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{N0C4-I4FU72IH-3116FPJX},2010-01-05 15:02:35,HRL0540,PC-1117,Disconnect,15,1,0,"Device activity from HRL0540 on PC-1117 at January 05, 2010 at 03:02 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{B5U0-T2TJ03CP-6733XXDY},2010-01-06 14:48:25,BBS0422,PC-4551,Disconnect,14,2,0,"Device activity from BBS0422 on PC-4551 at January 06, 2010 at 02:48 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{V3K4-M7DU67WY-2955ASDV},2010-01-05 16:09:42,JHP0583,PC-9083,Connect,16,1,1,"Device activity from JHP0583 on PC-9083 at January 05, 2010 at 04:09 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{I8B2-I9WW46NV-4903VHSR},2010-01-06 15:26:01,IBB0696,PC-4289,Connect,15,2,1,"Device activity from IBB0696 on PC-4289 at January 06, 2010 at 03:26 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 15.",uncertain,MEDIUM
{S2T5-M4OB90XH-8753IPUE},2010-01-07 12:55:03,RSC0089,PC-9929,Connect,12,3,1,"Device activity from RSC0089 on PC-9929 at January 07, 2010 at 12:55 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{Y2N6-B3UR36VH-0528DAZK},2010-01-05 14:22:47,RSM0277,PC-2930,Disconnect,14,1,0,"Device activity from RSM0277 on PC-2930 at January 05, 2010 at 02:22 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{A1T9-K6LM06GN-9598NAYC},2010-01-07 14:20:05,CAS0507,PC-8739,Disconnect,14,3,0,"Device activity from CAS0507 on PC-8739 at January 07, 2010 at 02:20 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{D9L5-V2DV76IE-4440TETU},2010-01-06 08:30:50,MBJ0312,PC-5250,Connect,8,2,1,"Device activity from MBJ0312 on PC-5250 at January 06, 2010 at 08:30 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 8.",uncertain,MEDIUM
{V6W5-F6ZJ15JA-5656USSP},2010-01-04 08:48:39,JBD0616,PC-1479,Disconnect,8,0,0,"Device activity from JBD0616 on PC-1479 at January 04, 2010 at 08:48 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 8.",uncertain,LOW
{N2G9-R2QT32CP-9926RRTX},2010-01-04 12:55:10,JJH0613,PC-9171,Connect,12,0,1,"Device activity from JJH0613 on PC-9171 at January 04, 2010 at 12:55 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{F5S6-W9VJ30IG-8415RALT},2010-01-05 11:03:05,ZKS0899,PC-8517,Disconnect,11,1,0,"Device activity from ZKS0899 on PC-8517 at January 05, 2010 at 11:03 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 11.",uncertain,LOW
{Q0J9-O5IH43UR-3639HKCR},2010-01-04 08:43:27,DBB0384,PC-4243,Connect,8,0,1,"Device activity from DBB0384 on PC-4243 at January 04, 2010 at 08:43 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 8.",uncertain,MEDIUM
{P1D0-K2JR44DL-6936LKZS},2010-01-05 15:32:25,CIM0271,PC-3291,Connect,15,1,1,"Device activity from CIM0271 on PC-3291 at January 05, 2010 at 03:32 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 15.",uncertain,MEDIUM
{V8O4-I7WE36NH-5478XQUF},2010-01-07 10:35:33,BSS0369,PC-3672,Disconnect,10,3,0,"Device activity from BSS0369 on PC-3672 at January 07, 2010 at 10:35 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 10.",uncertain,LOW
{S2T5-Z5HK21TC-4361DJAI},2010-01-04 14:45:51,HCM0267,PC-7651,Disconnect,14,0,0,"Device activity from HCM0267 on PC-7651 at January 04, 2010 at 02:45 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{X6V5-R8IO18LI-9309ECSX},2010-01-06 14:01:50,BMG0917,PC-6688,Disconnect,14,2,0,"Device activity from BMG0917 on PC-6688 at January 06, 2010 at 02:01 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{H3W6-F0JF97IG-0015XMNJ},2010-01-07 07:34:47,NWT0098,PC-4667,Connect,7,3,1,"Device activity from NWT0098 on PC-4667 at January 07, 2010 at 07:34 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 7.",uncertain,MEDIUM
{J5L2-Y7MC28BT-2985XJED},2010-01-04 16:34:00,CTA0020,PC-3118,Connect,16,0,1,"Device activity from CTA0020 on PC-3118 at January 04, 2010 at 04:34 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{V7F0-U7CS99TW-2027QFEI},2010-01-05 14:14:08,LBF0214,PC-3819,Connect,14,1,1,"Device activity from LBF0214 on PC-3819 at January 05, 2010 at 02:14 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 14.",uncertain,MEDIUM
{E4Q7-O3NU87KF-1333OBOW},2010-01-07 13:19:46,AOK0844,PC-4659,Disconnect,13,3,0,"Device activity from AOK0844 on PC-4659 at January 07, 2010 at 01:19 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{A6G0-Z2WZ85ET-2229YWPO},2010-01-05 15:10:35,AVM0947,PC-0285,Connect,15,1,1,"Device activity from AVM0947 on PC-0285 at January 05, 2010 at 03:10 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 15.",uncertain,MEDIUM
{E5K9-M8TL75NS-1676ZACI},2010-01-07 14:13:00,HCM0267,PC-7651,Connect,14,3,1,"Device activity from HCM0267 on PC-7651 at January 07, 2010 at 02:13 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 14.",uncertain,MEDIUM
{C6F4-L6ZM05ZG-5728ZIBQ},2010-01-06 16:20:19,MKW0441,PC-1795,Connect,16,2,1,"Device activity from MKW0441 on PC-1795 at January 06, 2010 at 04:20 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 16.",uncertain,MEDIUM
{H4Z2-Q0CB14NC-0607XYHL},2010-01-07 15:09:41,DLM0051,PC-0166,Disconnect,15,3,0,"Device activity from DLM0051 on PC-0166 at January 07, 2010 at 03:09 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 15.",uncertain,LOW
{A0E2-K2WR55QC-7133QNKT},2010-01-04 15:12:04,AVM0947,PC-0285,Disconnect,15,0,0,"Device activity from AVM0947 on PC-0285 at January 04, 2010 at 03:12 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 15.",uncertain,LOW
{P6L5-K0OX43BN-2272SUMT},2010-01-07 10:36:41,CGB0637,PC-8508,Connect,10,3,1,"Device activity from CGB0637 on PC-8508 at January 07, 2010 at 10:36 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{Y1Q9-P8PM36LK-0944VFKB},2010-01-06 04:05:23,GTD0219,PC-7965,Connect,4,2,1,"Device activity from GTD0219 on PC-7965 at January 06, 2010 at 04:05 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 4.",uncertain,MEDIUM
{M7O7-Q8UX44JF-7019DKCV},2010-01-04 19:08:15,HRL0540,PC-1117,Disconnect,19,0,0,"Device activity from HRL0540 on PC-1117 at January 04, 2010 at 07:08 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 19.",uncertain,LOW
{X6U5-X0WS83TK-7992PEKF},2010-01-05 15:21:54,MTT0901,PC-2775,Disconnect,15,1,0,"Device activity from MTT0901 on PC-2775 at January 05, 2010 at 03:21 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{Q6B0-I2GL64IZ-8941YUAG},2010-01-05 20:43:02,MOS0047,PC-2276,Connect,20,1,1,"Device activity from MOS0047 on PC-2276 at January 05, 2010 at 08:43 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 20.",uncertain,MEDIUM
{Q8X3-Q8GS77UN-6219GXCG},2010-01-07 09:32:34,HXL0968,PC-0623,Disconnect,9,3,0,"Device activity from HXL0968 on PC-0623 at January 07, 2010 at 09:32 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{D3H2-G2SK28LF-6630VXXG},2010-01-05 06:52:13,CCA0046,PC-0393,Connect,6,1,1,"Device activity from CCA0046 on PC-0393 at January 05, 2010 at 06:52 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 6.",uncertain,MEDIUM
{G9C7-I7WF83BJ-4349ROPI},2010-01-04 13:02:38,OCS0865,PC-8309,Disconnect,13,0,0,"Device activity from OCS0865 on PC-8309 at January 04, 2010 at 01:02 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{R2D6-I2UJ46MA-4091TZHK},2010-01-06 13:22:50,QRM0739,PC-7343,Disconnect,13,2,0,"Device activity from QRM0739 on PC-7343 at January 06, 2010 at 01:22 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{E9H3-T3PN91SJ-1000JUKF},2010-01-07 10:44:10,JDF0593,PC-6301,Disconnect,10,3,0,"Device activity from JDF0593 on PC-6301 at January 07, 2010 at 10:44 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 10.",uncertain,LOW
{M2F6-I0PK59MR-0059OGGY},2010-01-04 15:45:33,CIM0271,PC-3291,Connect,15,0,1,"Device activity from CIM0271 on PC-3291 at January 04, 2010 at 03:45 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{B7O4-Y5BL06OF-4390BENL},2010-01-05 15:23:16,DLM0051,PC-0166,Connect,15,1,1,"Device activity from DLM0051 on PC-0166 at January 05, 2010 at 03:23 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 15.",uncertain,MEDIUM
{Q5D1-K8VR68VV-9575EZII},2010-01-04 12:49:57,EDB0714,PC-6103,Disconnect,12,0,0,"Device activity from EDB0714 on PC-6103 at January 04, 2010 at 12:49 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 12.",uncertain,LOW
{Q6N0-J8KP49NW-9275SLIF},2010-01-07 13:04:44,LCB0664,PC-3196,Disconnect,13,3,0,"Device activity from LCB0664 on PC-3196 at January 07, 2010 at 01:04 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{S4T1-C2DA96WQ-9704VVFG},2010-01-04 10:36:27,SBN0866,PC-8714,Connect,10,0,1,"Device activity from SBN0866 on PC-8714 at January 04, 2010 at 10:36 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{S2Q3-N2PR00XD-7962JXYZ},2010-01-03 13:56:32,LBH0942,PC-3640,Disconnect,13,6,0,"Device activity from LBH0942 on PC-3640 at January 03, 2010 at 01:56 PM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 13.",uncertain,MEDIUM
{U1P3-Q8KI27KT-5128TEBR},2010-01-05 09:16:27,QOS0878,PC-2211,Connect,9,1,1,"Device activity from QOS0878 on PC-2211 at January 05, 2010 at 09:16 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{A8W2-H1MC95DV-5981STUZ},2010-01-05 12:30:12,VIA0063,PC-2684,Connect,12,1,1,"Device activity from VIA0063 on PC-2684 at January 05, 2010 at 12:30 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 12.",uncertain,MEDIUM
{X9D6-W1ED00NX-5787DUOE},2010-01-04 13:15:52,IBB0359,PC-4195,Disconnect,13,0,0,"Device activity from IBB0359 on PC-4195 at January 04, 2010 at 01:15 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{R4M5-D8ZY16YW-9914ERSM},2010-01-04 11:07:17,LCB0664,PC-3196,Connect,11,0,1,"Device activity from LCB0664 on PC-3196 at January 04, 2010 at 11:07 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 11.",uncertain,MEDIUM
{E0Q0-T1VT16BZ-4935FTWM},2010-01-06 13:38:15,VTT0385,PC-5027,Disconnect,13,2,0,"Device activity from VTT0385 on PC-5027 at January 06, 2010 at 01:38 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{K7Z8-H0BN49PE-0996QWSW},2010-01-05 12:07:08,JDF0593,PC-6301,Connect,12,1,1,"Device activity from JDF0593 on PC-6301 at January 05, 2010 at 12:07 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 12.",uncertain,MEDIUM
{Z2H8-F9FO84JC-0125NDVO},2010-01-03 11:13:58,BQS0525,PC-0269,Disconnect,11,6,0,"Device activity from BQS0525 on PC-0269 at January 03, 2010 at 11:13 AM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 11.",uncertain,MEDIUM
{N8G2-L0DD58NE-2344KLZT},2010-01-06 11:48:41,DBB0384,PC-4243,Connect,11,2,1,"Device activity from DBB0384 on PC-4243 at January 06, 2010 at 11:48 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 11.",uncertain,MEDIUM
{X8O8-Q3AE94GC-5226RQNZ},2010-01-06 15:26:40,OCS0865,PC-8309,Disconnect,15,2,0,"Device activity from OCS0865 on PC-8309 at January 06, 2010 at 03:26 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{F1C0-Y7OX21VV-1162MUVE},2010-01-07 13:59:54,AVM0947,PC-0285,Disconnect,13,3,0,"Device activity from AVM0947 on PC-0285 at January 07, 2010 at 01:59 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{H3Z0-C7MF29BG-6051LSZU},2010-01-04 10:58:25,CLB0774,PC-7029,Connect,10,0,1,"Device activity from CLB0774 on PC-7029 at January 04, 2010 at 10:58 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{K2G4-X3EZ99HP-4622EOLF},2010-01-07 09:10:51,JHP0583,PC-9083,Connect,9,3,1,"Device activity from JHP0583 on PC-9083 at January 07, 2010 at 09:10 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{F1W7-K7LL99AA-4969KHRA},2010-01-04 19:28:02,BRM0995,PC-0768,Disconnect,19,0,0,"Device activity from BRM0995 on PC-0768 at January 04, 2010 at 07:28 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 19.",uncertain,LOW
{V7S7-A6FD01JA-5956XMXR},2010-01-04 10:12:49,IIW0249,PC-0843,Connect,10,0,1,"Device activity from IIW0249 on PC-0843 at January 04, 2010 at 10:12 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{I9M8-L0HP77KX-0074RXPH},2010-01-06 13:20:15,VIA0063,PC-2684,Disconnect,13,2,0,"Device activity from VIA0063 on PC-2684 at January 06, 2010 at 01:20 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{L9D4-R5KM80IC-7268UJGH},2010-01-07 12:48:48,ANM0123,PC-3845,Connect,12,3,1,"Device activity from ANM0123 on PC-3845 at January 07, 2010 at 12:48 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{J0L5-Q9ND70AE-6296RIFF},2010-01-07 09:51:26,VMJ0546,PC-9000,Connect,9,3,1,"Device activity from VMJ0546 on PC-9000 at January 07, 2010 at 09:51 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{Z6L4-M4TP14YO-3846ELBT},2010-01-05 15:37:03,DLM0051,PC-0166,Disconnect,15,1,0,"Device activity from DLM0051 on PC-0166 at January 05, 2010 at 03:37 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
