id,date,user,pc,activity,text,predicted_label,risk_level
{G0Y3-G6DH20OH-6803QBIH},1/12/2010 18:11,DTAA/PIP0746,PC-0416,Connect,"User DTAA/PIP0746 connect PC-0416 on December 01, 2010 at 06:11 PM. Session ID: {G0Y3-G6DH20OH-6803QBIH}",normal,LOW
{J1I7-Q7IJ65XS-8881OOOI},1/12/2010 18:37,DTAA/LCK0666,PC-3245,Disconnect,"User DTAA/LCK0666 disconnect PC-3245 on December 01, 2010 at 06:37 PM. Session ID: {J1I7-Q7IJ65XS-8881OOOI}",normal,MEDIUM
{Z8C8-R0DH85SC-0414TFXT},1/12/2010 18:44,DTAA/MCM0346,PC-2974,Disconnect,"User DTAA/MCM0346 disconnect PC-2974 on December 01, 2010 at 06:44 PM. Session ID: {Z8C8-R0DH85SC-0414TFXT}",normal,MEDIUM
{C4I0-T4MP36DL-0862ZMEN},1/12/2010 18:50,DTAA/DBB0235,PC-0309,Disconnect,"User DTAA/DBB0235 disconnect PC-0309 on December 01, 2010 at 06:50 PM. Session ID: {C4I0-T4MP36DL-0862ZMEN}",normal,MEDIUM
{J2M3-Y7UD27WO-4600NXVJ},1/12/2010 19:57,DTAA/AJB0016,PC-1116,Connect,"User DTAA/AJB0016 connect PC-1116 on December 01, 2010 at 07:57 PM. Session ID: {J2M3-Y7UD27WO-4600NXVJ}",normal,LOW
{T6N3-E7IX94IV-0519ZOMS},1/12/2010 20:31,DTAA/MQL0135,PC-4656,Connect,"User DTAA/MQL0135 connect PC-4656 on December 01, 2010 at 08:31 PM. Session ID: {T6N3-E7IX94IV-0519ZOMS}",normal,LOW
{P6O2-Q3PN27CN-3579ZOIK},1/12/2010 20:33,DTAA/AJB0016,PC-1116,Disconnect,"User DTAA/AJB0016 disconnect PC-1116 on December 01, 2010 at 08:33 PM. Session ID: {P6O2-Q3PN27CN-3579ZOIK}",normal,MEDIUM
{I1W9-R9MG06XT-2317YKWY},1/12/2010 21:52,DTAA/MQL0135,PC-4656,Disconnect,"User DTAA/MQL0135 disconnect PC-4656 on December 01, 2010 at 09:52 PM. Session ID: {I1W9-R9MG06XT-2317YKWY}",normal,MEDIUM
{O3L7-G8ML93UP-5570EQLX},01/13/2010 02:16:37,DTAA/TKH0211,PC-0719,Connect,"User DTAA/TKH0211 connect PC-0719 on January 13, 2010 at 02:16 AM. Session ID: {O3L7-G8ML93UP-5570EQLX}",uncertain,HIGH
{H6L1-O1IN19GC-8903ZSFQ},01/13/2010 02:36:57,DTAA/TKH0211,PC-0719,Disconnect,"User DTAA/TKH0211 disconnect PC-0719 on January 13, 2010 at 02:36 AM. Session ID: {H6L1-O1IN19GC-8903ZSFQ}",normal,MEDIUM
{U8T7-W2FY77YS-2554QJNB},01/13/2010 03:43:29,DTAA/MCF0427,PC-3754,Connect,"User DTAA/MCF0427 connect PC-3754 on January 13, 2010 at 03:43 AM. Session ID: {U8T7-W2FY77YS-2554QJNB}",normal,LOW
{X0S7-G4KY15GA-5403ZURW},01/13/2010 03:48:33,DTAA/MCF0427,PC-3754,Disconnect,"User DTAA/MCF0427 disconnect PC-3754 on January 13, 2010 at 03:48 AM. Session ID: {X0S7-G4KY15GA-5403ZURW}",normal,MEDIUM
{T9F6-F3WQ39IQ-5183OXLM},01/13/2010 04:04:32,DTAA/AMA0191,PC-4736,Connect,"User DTAA/AMA0191 connect PC-4736 on January 13, 2010 at 04:04 AM. Session ID: {T9F6-F3WQ39IQ-5183OXLM}",normal,LOW
{P5M2-O9US72MC-9329RMIK},01/13/2010 04:14:38,DTAA/AMA0191,PC-4736,Disconnect,"User DTAA/AMA0191 disconnect PC-4736 on January 13, 2010 at 04:14 AM. Session ID: {P5M2-O9US72MC-9329RMIK}",normal,MEDIUM
{O6G2-L2SF59FQ-3436FMUG},01/13/2010 04:42:38,DTAA/HNS0858,PC-3790,Connect,"User DTAA/HNS0858 connect PC-3790 on January 13, 2010 at 04:42 AM. Session ID: {O6G2-L2SF59FQ-3436FMUG}",normal,LOW
{X7V5-E1FU04JJ-5585GBRG},01/13/2010 05:12:55,DTAA/HNS0858,PC-3790,Disconnect,"User DTAA/HNS0858 disconnect PC-3790 on January 13, 2010 at 05:12 AM. Session ID: {X7V5-E1FU04JJ-5585GBRG}",normal,MEDIUM
{F1L6-S0KH45SO-2368OMWD},01/13/2010 05:30:07,DTAA/GRS0372,PC-2242,Connect,"User DTAA/GRS0372 connect PC-2242 on January 13, 2010 at 05:30 AM. Session ID: {F1L6-S0KH45SO-2368OMWD}",normal,LOW
{X6N2-A6NK25KF-6275YCYI},01/13/2010 05:41:03,DTAA/CDZ0056,PC-4052,Connect,"User DTAA/CDZ0056 connect PC-4052 on January 13, 2010 at 05:41 AM. Session ID: {X6N2-A6NK25KF-6275YCYI}",normal,LOW
{J9Y1-O3QZ06DD-2246EMLX},01/13/2010 05:45:54,DTAA/CDZ0056,PC-4052,Disconnect,"User DTAA/CDZ0056 disconnect PC-4052 on January 13, 2010 at 05:45 AM. Session ID: {J9Y1-O3QZ06DD-2246EMLX}",normal,MEDIUM
{T0I8-R4LQ61WC-7865MFEX},01/13/2010 06:13:41,DTAA/GRS0372,PC-2242,Disconnect,"User DTAA/GRS0372 disconnect PC-2242 on January 13, 2010 at 06:13 AM. Session ID: {T0I8-R4LQ61WC-7865MFEX}",normal,MEDIUM
{J0E7-X8HL70GE-4812KCGA},01/13/2010 08:04:37,DTAA/PUH0847,PC-2550,Connect,"User DTAA/PUH0847 connect PC-2550 on January 13, 2010 at 08:04 AM. Session ID: {J0E7-X8HL70GE-4812KCGA}",normal,LOW
{R7S3-E7ZK29LP-5790SAGI},01/13/2010 08:05:04,DTAA/FDP0500,PC-4873,Connect,"User DTAA/FDP0500 connect PC-4873 on January 13, 2010 at 08:05 AM. Session ID: {R7S3-E7ZK29LP-5790SAGI}",normal,LOW
{S6L2-T9BB00EX-0055KOCW},01/13/2010 08:06:59,DTAA/MXM0838,PC-4983,Connect,"User DTAA/MXM0838 connect PC-4983 on January 13, 2010 at 08:06 AM. Session ID: {S6L2-T9BB00EX-0055KOCW}",normal,LOW
{I0U2-R6RL81UH-3899TZKU},01/13/2010 08:12:18,DTAA/MVW0630,PC-2005,Connect,"User DTAA/MVW0630 connect PC-2005 on January 13, 2010 at 08:12 AM. Session ID: {I0U2-R6RL81UH-3899TZKU}",normal,LOW
{V3R5-J8CW23AQ-5210MDUY},01/13/2010 08:13:56,DTAA/CAC0854,PC-0303,Connect,"User DTAA/CAC0854 connect PC-0303 on January 13, 2010 at 08:13 AM. Session ID: {V3R5-J8CW23AQ-5210MDUY}",normal,LOW
{Z7R8-R3ZE05YJ-5352IYNY},01/13/2010 08:18:52,DTAA/ESB0080,PC-2529,Connect,"User DTAA/ESB0080 connect PC-2529 on January 13, 2010 at 08:18 AM. Session ID: {Z7R8-R3ZE05YJ-5352IYNY}",normal,LOW
{L0A5-G3KL49FQ-5739FMQA},01/13/2010 08:29:53,DTAA/HBL0517,PC-1343,Connect,"User DTAA/HBL0517 connect PC-1343 on January 13, 2010 at 08:29 AM. Session ID: {L0A5-G3KL49FQ-5739FMQA}",normal,LOW
{X0J0-L7CO20TQ-6844NFOF},01/13/2010 08:36:01,DTAA/MVW0630,PC-2005,Disconnect,"User DTAA/MVW0630 disconnect PC-2005 on January 13, 2010 at 08:36 AM. Session ID: {X0J0-L7CO20TQ-6844NFOF}",normal,MEDIUM
{V8U6-L4EQ34MC-9149ICKJ},01/13/2010 08:37:32,DTAA/WOT0549,PC-0304,Connect,"User DTAA/WOT0549 connect PC-0304 on January 13, 2010 at 08:37 AM. Session ID: {V8U6-L4EQ34MC-9149ICKJ}",normal,LOW
{R0B9-O0CC43RO-7755XQGU},01/13/2010 08:48:50,DTAA/NSP0910,PC-4479,Connect,"User DTAA/NSP0910 connect PC-4479 on January 13, 2010 at 08:48 AM. Session ID: {R0B9-O0CC43RO-7755XQGU}",normal,LOW
{D5L2-S6KT41EY-7173GAPP},01/13/2010 08:51:22,DTAA/SJH0588,PC-2512,Connect,"User DTAA/SJH0588 connect PC-2512 on January 13, 2010 at 08:51 AM. Session ID: {D5L2-S6KT41EY-7173GAPP}",normal,LOW
{A1Y4-J4NW00EL-8181UBLE},01/13/2010 09:09:25,DTAA/JCS0873,PC-1560,Connect,"User DTAA/JCS0873 connect PC-1560 on January 13, 2010 at 09:09 AM. Session ID: {A1Y4-J4NW00EL-8181UBLE}",normal,LOW
{Q8O3-X7GL56ZI-2538NKZR},01/13/2010 09:12:26,DTAA/HIB0604,PC-4209,Connect,"User DTAA/HIB0604 connect PC-4209 on January 13, 2010 at 09:12 AM. Session ID: {Q8O3-X7GL56ZI-2538NKZR}",normal,LOW
{X5O0-R0YP28IX-6266QEDK},01/13/2010 09:14:48,DTAA/JMS0793,PC-3179,Connect,"User DTAA/JMS0793 connect PC-3179 on January 13, 2010 at 09:14 AM. Session ID: {X5O0-R0YP28IX-6266QEDK}",normal,LOW
{W2A5-Y0XO12XN-6215GMJZ},01/13/2010 09:19:15,DTAA/DBF0903,PC-2783,Connect,"User DTAA/DBF0903 connect PC-2783 on January 13, 2010 at 09:19 AM. Session ID: {W2A5-Y0XO12XN-6215GMJZ}",normal,LOW
{F7N3-Z9JO42GF-9427MMHH},01/13/2010 09:21:45,DTAA/EMZ0196,PC-1479,Connect,"User DTAA/EMZ0196 connect PC-1479 on January 13, 2010 at 09:21 AM. Session ID: {F7N3-Z9JO42GF-9427MMHH}",normal,LOW
{U1M9-N6OM16LV-7044ARJI},01/13/2010 09:31:41,DTAA/AMA0191,PC-4736,Connect,"User DTAA/AMA0191 connect PC-4736 on January 13, 2010 at 09:31 AM. Session ID: {U1M9-N6OM16LV-7044ARJI}",normal,LOW
{B9F1-M1XT10NT-1219GPUF},01/13/2010 09:39:23,DTAA/PXB0069,PC-1972,Connect,"User DTAA/PXB0069 connect PC-1972 on January 13, 2010 at 09:39 AM. Session ID: {B9F1-M1XT10NT-1219GPUF}",normal,LOW
{Z1T7-P3EC78HR-1804GJWF},01/13/2010 09:44:07,DTAA/PUH0847,PC-2550,Disconnect,"User DTAA/PUH0847 disconnect PC-2550 on January 13, 2010 at 09:44 AM. Session ID: {Z1T7-P3EC78HR-1804GJWF}",normal,MEDIUM
{X4M6-C0WJ76FS-1555GKXK},01/13/2010 09:44:29,DTAA/YCV0635,PC-4928,Connect,"User DTAA/YCV0635 connect PC-4928 on January 13, 2010 at 09:44 AM. Session ID: {X4M6-C0WJ76FS-1555GKXK}",normal,LOW
{F2I4-J3YG63MT-7373IOYF},01/13/2010 09:52:33,DTAA/BYB0347,PC-0714,Connect,"User DTAA/BYB0347 connect PC-0714 on January 13, 2010 at 09:52 AM. Session ID: {F2I4-J3YG63MT-7373IOYF}",normal,LOW
{Q6X3-P9WA19ID-8201JPHS},01/13/2010 09:56:33,DTAA/FFP0721,PC-0690,Connect,"User DTAA/FFP0721 connect PC-0690 on January 13, 2010 at 09:56 AM. Session ID: {Q6X3-P9WA19ID-8201JPHS}",normal,LOW
{B9Y0-K7PU24WC-2490ZIKZ},01/13/2010 10:00:35,DTAA/AJC0399,PC-1746,Connect,"User DTAA/AJC0399 connect PC-1746 on January 13, 2010 at 10:00 AM. Session ID: {B9Y0-K7PU24WC-2490ZIKZ}",normal,LOW
{D7N0-Q6CK79GS-6341HBGS},01/13/2010 10:02:43,DTAA/GSL0697,PC-3442,Connect,"User DTAA/GSL0697 connect PC-3442 on January 13, 2010 at 10:02 AM. Session ID: {D7N0-Q6CK79GS-6341HBGS}",normal,LOW
{T4L4-E2CE93AA-4623FYPY},01/13/2010 10:04:40,DTAA/SKW0871,PC-1529,Connect,"User DTAA/SKW0871 connect PC-1529 on January 13, 2010 at 10:04 AM. Session ID: {T4L4-E2CE93AA-4623FYPY}",normal,LOW
{X8M6-H0SF55LQ-7170TMAD},01/13/2010 10:15:38,DTAA/QKR0651,PC-4881,Connect,"User DTAA/QKR0651 connect PC-4881 on January 13, 2010 at 10:15 AM. Session ID: {X8M6-H0SF55LQ-7170TMAD}",normal,LOW
{Y4G9-M4VN19MN-7136AHHB},01/13/2010 10:18:03,DTAA/MXM0838,PC-4983,Disconnect,"User DTAA/MXM0838 disconnect PC-4983 on January 13, 2010 at 10:18 AM. Session ID: {Y4G9-M4VN19MN-7136AHHB}",normal,MEDIUM
{O9G2-K0BV22HR-3367QSOG},01/13/2010 10:20:53,DTAA/JLM0053,PC-1334,Connect,"User DTAA/JLM0053 connect PC-1334 on January 13, 2010 at 10:20 AM. Session ID: {O9G2-K0BV22HR-3367QSOG}",normal,LOW
{F2M3-Q6PI03KB-3335PFRZ},01/13/2010 10:22:53,DTAA/RXE0207,PC-0650,Connect,"User DTAA/RXE0207 connect PC-0650 on January 13, 2010 at 10:22 AM. Session ID: {F2M3-Q6PI03KB-3335PFRZ}",normal,LOW
{Q1A3-D5KE58TM-0461NOMZ},01/13/2010 10:33:26,DTAA/RES0962,PC-3736,Connect,"User DTAA/RES0962 connect PC-3736 on January 13, 2010 at 10:33 AM. Session ID: {Q1A3-D5KE58TM-0461NOMZ}",normal,LOW
{Y6G3-E2CQ15AX-4562FUUK},01/13/2010 10:35:47,DTAA/IRC0991,PC-1118,Connect,"User DTAA/IRC0991 connect PC-1118 on January 13, 2010 at 10:35 AM. Session ID: {Y6G3-E2CQ15AX-4562FUUK}",normal,LOW
{R5C6-R5LR41LQ-0610SRUR},01/13/2010 10:37:09,DTAA/QKR0651,PC-4881,Disconnect,"User DTAA/QKR0651 disconnect PC-4881 on January 13, 2010 at 10:37 AM. Session ID: {R5C6-R5LR41LQ-0610SRUR}",normal,MEDIUM
{O4O5-Y0LJ96YM-0084XNEK},01/13/2010 10:44:06,DTAA/ACH0803,PC-4334,Connect,"User DTAA/ACH0803 connect PC-4334 on January 13, 2010 at 10:44 AM. Session ID: {O4O5-Y0LJ96YM-0084XNEK}",normal,LOW
{G2F1-B1SF44WM-8995HSOB},01/13/2010 10:49:51,DTAA/GNH0394,PC-2161,Connect,"User DTAA/GNH0394 connect PC-2161 on January 13, 2010 at 10:49 AM. Session ID: {G2F1-B1SF44WM-8995HSOB}",normal,LOW
{X5P8-C4GH92LP-8954KYXX},01/13/2010 10:50:10,DTAA/SKW0871,PC-1529,Disconnect,"User DTAA/SKW0871 disconnect PC-1529 on January 13, 2010 at 10:50 AM. Session ID: {X5P8-C4GH92LP-8954KYXX}",normal,MEDIUM
{L1V5-M5IO24MV-4841HIMV},01/13/2010 10:51:08,DTAA/CVW0133,PC-0282,Connect,"User DTAA/CVW0133 connect PC-0282 on January 13, 2010 at 10:51 AM. Session ID: {L1V5-M5IO24MV-4841HIMV}",normal,LOW
{U7K5-M0LW67SY-4912SSVL},01/13/2010 10:51:11,DTAA/RHP0688,PC-2436,Connect,"User DTAA/RHP0688 connect PC-2436 on January 13, 2010 at 10:51 AM. Session ID: {U7K5-M0LW67SY-4912SSVL}",normal,LOW
{Q5A9-K1IF42XP-7982FSNX},01/13/2010 11:01:46,DTAA/WDW0485,PC-3096,Connect,"User DTAA/WDW0485 connect PC-3096 on January 13, 2010 at 11:01 AM. Session ID: {Q5A9-K1IF42XP-7982FSNX}",normal,LOW
{U2K3-M9MJ17BT-9573CAGJ},01/13/2010 11:27:21,DTAA/BYB0347,PC-0714,Disconnect,"User DTAA/BYB0347 disconnect PC-0714 on January 13, 2010 at 11:27 AM. Session ID: {U2K3-M9MJ17BT-9573CAGJ}",normal,MEDIUM
{P2W0-Z3WS55EM-7537FPDP},01/13/2010 11:28:46,DTAA/PXB0069,PC-1972,Disconnect,"User DTAA/PXB0069 disconnect PC-1972 on January 13, 2010 at 11:28 AM. Session ID: {P2W0-Z3WS55EM-7537FPDP}",normal,MEDIUM
{W9G1-E6YY32PY-5889TSEF},01/13/2010 11:36:17,DTAA/WDW0485,PC-3096,Disconnect,"User DTAA/WDW0485 disconnect PC-3096 on January 13, 2010 at 11:36 AM. Session ID: {W9G1-E6YY32PY-5889TSEF}",normal,MEDIUM
{A6O1-E2EI77OJ-9007JGXW},01/13/2010 11:38:40,DTAA/JSW0180,PC-2587,Connect,"User DTAA/JSW0180 connect PC-2587 on January 13, 2010 at 11:38 AM. Session ID: {A6O1-E2EI77OJ-9007JGXW}",normal,LOW
{Z9F5-Y3LH06TP-0373EFUQ},01/13/2010 11:43:33,DTAA/JCS0873,PC-1560,Disconnect,"User DTAA/JCS0873 disconnect PC-1560 on January 13, 2010 at 11:43 AM. Session ID: {Z9F5-Y3LH06TP-0373EFUQ}",normal,MEDIUM
{K6W4-W8AO31DK-7296HYGD},01/13/2010 11:45:31,DTAA/SCW0707,PC-1217,Connect,"User DTAA/SCW0707 connect PC-1217 on January 13, 2010 at 11:45 AM. Session ID: {K6W4-W8AO31DK-7296HYGD}",normal,LOW
{D7S5-D8UF76JR-6497FYOL},01/13/2010 11:47:24,DTAA/AJC0399,PC-1746,Disconnect,"User DTAA/AJC0399 disconnect PC-1746 on January 13, 2010 at 11:47 AM. Session ID: {D7S5-D8UF76JR-6497FYOL}",normal,MEDIUM
{R5R7-Z3XB63WQ-7739HCWY},01/13/2010 11:48:37,DTAA/WMJ0364,PC-4532,Connect,"User DTAA/WMJ0364 connect PC-4532 on January 13, 2010 at 11:48 AM. Session ID: {R5R7-Z3XB63WQ-7739HCWY}",normal,LOW
{B8A5-V9BY92DM-2505OZWY},01/13/2010 11:49:34,DTAA/AQG0678,PC-1127,Connect,"User DTAA/AQG0678 connect PC-1127 on January 13, 2010 at 11:49 AM. Session ID: {B8A5-V9BY92DM-2505OZWY}",normal,LOW
{V5U6-S5BD02MR-3906FGTX},01/13/2010 11:50:11,DTAA/AQG0678,PC-1127,Disconnect,"User DTAA/AQG0678 disconnect PC-1127 on January 13, 2010 at 11:50 AM. Session ID: {V5U6-S5BD02MR-3906FGTX}",normal,MEDIUM
{U1V7-T9EJ65KG-8104VFDQ},01/13/2010 11:52:49,DTAA/JSW0180,PC-2587,Disconnect,"User DTAA/JSW0180 disconnect PC-2587 on January 13, 2010 at 11:52 AM. Session ID: {U1V7-T9EJ65KG-8104VFDQ}",normal,MEDIUM
{E9Y1-I1IC24SS-2644NOOW},01/13/2010 11:54:44,DTAA/LCG0546,PC-0030,Connect,"User DTAA/LCG0546 connect PC-0030 on January 13, 2010 at 11:54 AM. Session ID: {E9Y1-I1IC24SS-2644NOOW}",normal,LOW
{E0N9-L0IP34YC-8445CEXS},01/13/2010 11:56:37,DTAA/SKH0467,PC-1582,Connect,"User DTAA/SKH0467 connect PC-1582 on January 13, 2010 at 11:56 AM. Session ID: {E0N9-L0IP34YC-8445CEXS}",normal,LOW
{P0I0-N7AU73MA-0425FNNF},01/13/2010 11:58:40,DTAA/GRG0693,PC-3411,Connect,"User DTAA/GRG0693 connect PC-3411 on January 13, 2010 at 11:58 AM. Session ID: {P0I0-N7AU73MA-0425FNNF}",normal,LOW
{M1X6-A5CD61TN-3194HWWK},01/13/2010 11:59:50,DTAA/DCC0600,PC-4072,Connect,"User DTAA/DCC0600 connect PC-4072 on January 13, 2010 at 11:59 AM. Session ID: {M1X6-A5CD61TN-3194HWWK}",normal,LOW
{W8P9-E3FK16YB-6064HTAD},01/13/2010 12:06:39,DTAA/NNB0443,PC-4625,Connect,"User DTAA/NNB0443 connect PC-4625 on January 13, 2010 at 12:06 PM. Session ID: {W8P9-E3FK16YB-6064HTAD}",normal,LOW
{I9O2-X1TE41GW-8140RJQW},01/13/2010 12:11:42,DTAA/DIS0382,PC-2501,Connect,"User DTAA/DIS0382 connect PC-2501 on January 13, 2010 at 12:11 PM. Session ID: {I9O2-X1TE41GW-8140RJQW}",normal,LOW
{E1K9-U6YH63TJ-3949QUHO},01/13/2010 12:13:01,DTAA/IKH0904,PC-3664,Connect,"User DTAA/IKH0904 connect PC-3664 on January 13, 2010 at 12:13 PM. Session ID: {E1K9-U6YH63TJ-3949QUHO}",normal,LOW
{A1W8-I5JQ10MQ-0360XTFP},01/13/2010 12:14:37,DTAA/AJC0266,PC-4661,Connect,"User DTAA/AJC0266 connect PC-4661 on January 13, 2010 at 12:14 PM. Session ID: {A1W8-I5JQ10MQ-0360XTFP}",normal,LOW
{N0S7-C4GL28SL-5263OTWU},01/13/2010 12:15:31,DTAA/XKR0971,PC-1355,Connect,"User DTAA/XKR0971 connect PC-1355 on January 13, 2010 at 12:15 PM. Session ID: {N0S7-C4GL28SL-5263OTWU}",normal,LOW
{N6P4-X8FF04PM-2265BIRP},01/13/2010 12:17:29,DTAA/JZO0727,PC-2134,Connect,"User DTAA/JZO0727 connect PC-2134 on January 13, 2010 at 12:17 PM. Session ID: {N6P4-X8FF04PM-2265BIRP}",normal,LOW
{L6Z7-B1AF23NO-7400LDVA},01/13/2010 12:20:14,DTAA/LID0942,PC-3769,Connect,"User DTAA/LID0942 connect PC-3769 on January 13, 2010 at 12:20 PM. Session ID: {L6Z7-B1AF23NO-7400LDVA}",normal,LOW
{A0K5-E4IY87TD-8745UOTR},01/13/2010 12:20:58,DTAA/AIB0797,PC-4147,Connect,"User DTAA/AIB0797 connect PC-4147 on January 13, 2010 at 12:20 PM. Session ID: {A0K5-E4IY87TD-8745UOTR}",normal,LOW
{W2X9-P1XJ11IF-3708FPAO},01/13/2010 12:22:23,DTAA/LCG0546,PC-0030,Disconnect,"User DTAA/LCG0546 disconnect PC-0030 on January 13, 2010 at 12:22 PM. Session ID: {W2X9-P1XJ11IF-3708FPAO}",normal,MEDIUM
{L2I6-Y2MD05DM-0738OPZM},01/13/2010 12:24:15,DTAA/HSR0472,PC-3512,Connect,"User DTAA/HSR0472 connect PC-3512 on January 13, 2010 at 12:24 PM. Session ID: {L2I6-Y2MD05DM-0738OPZM}",normal,LOW
{L4F2-Z3FR17SQ-6037IEIW},01/13/2010 12:25:35,DTAA/ESB0080,PC-2529,Disconnect,"User DTAA/ESB0080 disconnect PC-2529 on January 13, 2010 at 12:25 PM. Session ID: {L4F2-Z3FR17SQ-6037IEIW}",normal,MEDIUM
{K5R8-V5PM38NV-0032IIBY},01/13/2010 12:29:24,DTAA/BCJ0800,PC-2703,Connect,"User DTAA/BCJ0800 connect PC-2703 on January 13, 2010 at 12:29 PM. Session ID: {K5R8-V5PM38NV-0032IIBY}",normal,LOW
{X3H8-R2TF20FI-8717MYSO},01/13/2010 12:30:26,DTAA/AJC0266,PC-4661,Disconnect,"User DTAA/AJC0266 disconnect PC-4661 on January 13, 2010 at 12:30 PM. Session ID: {X3H8-R2TF20FI-8717MYSO}",normal,MEDIUM
{E3T0-B9BS01QH-9899IVKO},01/13/2010 12:37:21,DTAA/GSL0697,PC-3442,Disconnect,"User DTAA/GSL0697 disconnect PC-3442 on January 13, 2010 at 12:37 PM. Session ID: {E3T0-B9BS01QH-9899IVKO}",normal,MEDIUM
{O3B2-K5GF12OO-9938AHDI},01/13/2010 12:39:29,DTAA/CAC0854,PC-0303,Disconnect,"User DTAA/CAC0854 disconnect PC-0303 on January 13, 2010 at 12:39 PM. Session ID: {O3B2-K5GF12OO-9938AHDI}",normal,MEDIUM
{N5B6-V9DF21PR-7481SXOX},01/13/2010 12:46:30,DTAA/SDC0032,PC-3081,Connect,"User DTAA/SDC0032 connect PC-3081 on January 13, 2010 at 12:46 PM. Session ID: {N5B6-V9DF21PR-7481SXOX}",normal,LOW
{C2U0-P8WX30DQ-1796BTNG},01/13/2010 12:46:58,DTAA/LCK0666,PC-3245,Connect,"User DTAA/LCK0666 connect PC-3245 on January 13, 2010 at 12:46 PM. Session ID: {C2U0-P8WX30DQ-1796BTNG}",normal,LOW
{J7T7-G4QH02QA-6848SCYH},01/13/2010 12:59:59,DTAA/JZO0727,PC-2134,Disconnect,"User DTAA/JZO0727 disconnect PC-2134 on January 13, 2010 at 12:59 PM. Session ID: {J7T7-G4QH02QA-6848SCYH}",normal,MEDIUM
{N0F7-C1UZ31RJ-4689DJPW},01/13/2010 13:01:41,DTAA/BCJ0800,PC-2703,Disconnect,"User DTAA/BCJ0800 disconnect PC-2703 on January 13, 2010 at 01:01 PM. Session ID: {N0F7-C1UZ31RJ-4689DJPW}",normal,MEDIUM
{M9E3-R4XI97KC-3979DKPJ},01/13/2010 13:04:23,DTAA/ATJ0284,PC-4337,Connect,"User DTAA/ATJ0284 connect PC-4337 on January 13, 2010 at 01:04 PM. Session ID: {M9E3-R4XI97KC-3979DKPJ}",normal,LOW
{S3C1-H2JQ35UK-1486GXTN},01/13/2010 13:08:20,DTAA/SOM0478,PC-3348,Connect,"User DTAA/SOM0478 connect PC-3348 on January 13, 2010 at 01:08 PM. Session ID: {S3C1-H2JQ35UK-1486GXTN}",normal,LOW
{M9T4-T0IR65PQ-9334CVGC},01/13/2010 13:13:04,DTAA/IKH0904,PC-3664,Disconnect,"User DTAA/IKH0904 disconnect PC-3664 on January 13, 2010 at 01:13 PM. Session ID: {M9T4-T0IR65PQ-9334CVGC}",normal,MEDIUM
{U5V4-D7OV50GN-9646KNYA},01/13/2010 13:15:40,DTAA/MJM0228,PC-2127,Connect,"User DTAA/MJM0228 connect PC-2127 on January 13, 2010 at 01:15 PM. Session ID: {U5V4-D7OV50GN-9646KNYA}",normal,LOW
{U0H5-Y6BD78IL-6705BWCM},01/13/2010 13:16:11,DTAA/LID0942,PC-3769,Disconnect,"User DTAA/LID0942 disconnect PC-3769 on January 13, 2010 at 01:16 PM. Session ID: {U0H5-Y6BD78IL-6705BWCM}",normal,MEDIUM
{M3M3-Y6SW91JB-8774ZBUR},01/13/2010 13:22:23,DTAA/BGF0236,PC-1848,Connect,"User DTAA/BGF0236 connect PC-1848 on January 13, 2010 at 01:22 PM. Session ID: {M3M3-Y6SW91JB-8774ZBUR}",normal,LOW
{U4E9-M2UB65VO-2733GSPV},01/13/2010 13:28:31,DTAA/RES0962,PC-3736,Disconnect,"User DTAA/RES0962 disconnect PC-3736 on January 13, 2010 at 01:28 PM. Session ID: {U4E9-M2UB65VO-2733GSPV}",normal,MEDIUM
{H3K1-L0IW26EE-5009EPPV},01/13/2010 13:29:42,DTAA/GHC0041,PC-1139,Connect,"User DTAA/GHC0041 connect PC-1139 on January 13, 2010 at 01:29 PM. Session ID: {H3K1-L0IW26EE-5009EPPV}",normal,LOW
{R3Y5-G6OR27KL-9077YIZQ},01/13/2010 13:30:18,DTAA/NSP0910,PC-4479,Disconnect,"User DTAA/NSP0910 disconnect PC-4479 on January 13, 2010 at 01:30 PM. Session ID: {R3Y5-G6OR27KL-9077YIZQ}",normal,MEDIUM
{Z1F0-H3JD87MK-8209DHTV},01/13/2010 13:33:42,DTAA/SCW0707,PC-1217,Disconnect,"User DTAA/SCW0707 disconnect PC-1217 on January 13, 2010 at 01:33 PM. Session ID: {Z1F0-H3JD87MK-8209DHTV}",normal,MEDIUM
{A1J8-U4PJ70LP-4977AFHT},01/13/2010 13:34:28,DTAA/YCB0005,PC-3392,Connect,"User DTAA/YCB0005 connect PC-3392 on January 13, 2010 at 01:34 PM. Session ID: {A1J8-U4PJ70LP-4977AFHT}",normal,LOW
{S1H0-E1ZS98OW-7560ZMAV},01/13/2010 13:36:03,DTAA/DCC0600,PC-4072,Disconnect,"User DTAA/DCC0600 disconnect PC-4072 on January 13, 2010 at 01:36 PM. Session ID: {S1H0-E1ZS98OW-7560ZMAV}",normal,MEDIUM
{K1M9-G7LW93TX-5253RKLK},01/13/2010 13:36:24,DTAA/AGW0182,PC-4531,Connect,"User DTAA/AGW0182 connect PC-4531 on January 13, 2010 at 01:36 PM. Session ID: {K1M9-G7LW93TX-5253RKLK}",normal,LOW
